date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TLPPF')","('high', 'TLPPF')","('low', 'TLPPF')","('close', 'TLPPF')","('adj_close', 'TLPPF')","('volume', 'TLPPF')","('currency', '')"
2020-01-02,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-03,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-06,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-07,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-09,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-10,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-13,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-14,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,0,,,,,,,,
2020-01-15,1.0,1.0,1.0,1.0,1.0,10000,,,,,,,,
2020-01-16,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,
2020-01-17,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,
2020-01-21,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,
2020-01-22,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,
2020-01-23,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,
2020-01-24,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,
2020-01-27,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,40000,,,,,,,,
2020-01-28,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,,,,,,,,
2020-01-29,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,,,,,,,,
2020-01-30,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,,,,,,,,
2020-01-31,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,,,,,,,,
2020-02-03,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,1200,,,,,,,,
2020-02-04,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,0,,,,,,,,
2020-02-05,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,140,,,,,,,,
2020-02-06,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0,,,,,,,,
2020-02-07,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0,,,,,,,,
2020-02-10,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0,,,,,,,,
2020-02-11,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0,,,,,,,,
2020-02-12,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0,,,,,,,,
2020-02-13,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0,,,,,,,,
2020-02-14,1.1200000047683716,1.1200000047683716,1.1200000047683716,1.1200000047683716,1.1200000047683716,2000,,,,,,,,
2020-02-18,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,1500,,,,,,,,
2020-02-19,1.1299999952316284,1.1299999952316284,1.1299999952316284,1.1299999952316284,1.1299999952316284,971,,,,,,,,
2020-02-20,1.1299999952316284,1.1299999952316284,1.1299999952316284,1.1299999952316284,1.1299999952316284,0,,,,,,,,
2020-02-21,1.1299999952316284,1.1299999952316284,1.1299999952316284,1.1299999952316284,1.1299999952316284,0,,,,,,,,
2020-02-24,1.0110000371932983,1.0110000371932983,1.0110000371932983,1.0110000371932983,1.0110000371932983,1100,,,,,,,,
2020-02-25,1.0110000371932983,1.0110000371932983,1.0110000371932983,1.0110000371932983,1.0110000371932983,0,,,,,,,,
2020-02-26,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,1000,,,,,,,,
2020-02-27,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,0,,,,,,,,
2020-02-28,0.8799999952316284,0.8989999890327454,0.8799999952316284,0.8989999890327454,0.8989999890327454,51240,,,,,,,,
2020-03-02,0.8899999856948853,0.8899999856948853,0.8700000047683716,0.8700000047683716,0.8700000047683716,58600,,,,,,,,
2020-03-03,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0,,,,,,,,
2020-03-04,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0,,,,,,,,
2020-03-05,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0,,,,,,,,
2020-03-06,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0,,,,,,,,
2020-03-09,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,0,,,,,,,,
2020-03-10,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,10000,,,,,,,,
2020-03-11,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0.7200000286102295,0,,,,,,,,
2020-03-12,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,2000,,,,,,,,
2020-03-13,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0,,,,,,,,
2020-03-16,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0,,,,,,,,
2020-03-17,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0,,,,,,,,
2020-03-18,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0,,,,,,,,
2020-03-19,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0.6349999904632568,0,,,,,,,,
