date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RYDAF')","('high', 'RYDAF')","('low', 'RYDAF')","('close', 'RYDAF')","('adj_close', 'RYDAF')","('volume', 'RYDAF')","('currency', '')"
2020-01-02,29.440000534057617,30.239999771118164,29.440000534057617,30.0,23.668115615844727,106200,,,,,,,,
2020-01-03,30.260000228881836,30.489999771118164,30.010000228881836,30.18000030517578,23.810121536254883,24200,,,,,,,,
2020-01-06,30.899999618530273,30.899999618530273,30.190000534057617,30.469999313354492,24.038911819458008,32800,,,,,,,,
2020-01-07,30.59000015258789,30.59000015258789,29.709999084472656,30.549999237060547,24.102025985717773,24800,,,,,,,,
2020-01-08,30.43000030517578,30.43000030517578,29.5,30.139999389648438,23.778560638427734,8600,,,,,,,,
2020-01-09,29.649999618530273,30.040000915527344,29.510000228881836,29.809999465942383,23.518213272094727,139200,,,,,,,,
2020-01-10,30.09000015258789,30.09000015258789,29.3700008392334,29.510000228881836,23.281538009643555,6700,,,,,,,,
2020-01-13,29.40999984741211,29.829999923706055,29.229999542236328,29.700000762939453,23.43143081665039,6700,,,,,,,,
2020-01-14,29.709999084472656,29.75,29.25,29.59000015258789,23.344648361206055,10600,,,,,,,,
2020-01-15,29.799999237060547,29.93000030517578,29.399999618530273,29.450000762939453,23.234195709228516,80600,,,,,,,,
2020-01-16,29.540000915527344,30.010000228881836,29.399999618530273,29.450000762939453,23.234195709228516,3800,,,,,,,,
2020-01-17,29.829999923706055,29.829999923706055,29.290000915527344,29.579999923706055,23.33675765991211,73800,,,,,,,,
2020-01-21,29.290000915527344,29.389999389648438,28.600000381469727,28.690000534057617,22.63460922241211,6600,,,,,,,,
2020-01-22,28.75,28.75,28.75,28.75,22.681941986083984,600,,,,,,,,
2020-01-23,28.600000381469727,29.0,28.5,29.0,22.879179000854492,1400,,,,,,,,
2020-01-24,29.110000610351562,29.110000610351562,28.229999542236328,28.229999542236328,22.271692276000977,93500,,,,,,,,
2020-01-27,27.8799991607666,28.649999618530273,27.8799991607666,28.649999618530273,22.603044509887695,6700,,,,,,,,
2020-01-28,27.5,28.389999389648438,27.5,28.389999389648438,22.39792251586914,13000,,,,,,,,
2020-01-29,28.270000457763672,28.389999389648438,27.510000228881836,28.389999389648438,22.39792251586914,207300,,,,,,,,
2020-01-30,27.40999984741211,27.40999984741211,26.6200008392334,26.780000686645508,21.127737045288086,41300,,,,,,,,
2020-01-31,26.139999389648438,26.81999969482422,26.040000915527344,26.040000915527344,20.543920516967773,70300,,,,,,,,
2020-02-03,26.1299991607666,26.1299991607666,25.5,25.790000915527344,20.346689224243164,70400,,,,,,,,
2020-02-04,26.020000457763672,26.510000228881836,25.549999237060547,26.110000610351562,20.599149703979492,12400,,,,,,,,
2020-02-05,26.200000762939453,26.829999923706055,26.200000762939453,26.700000762939453,21.064620971679688,275200,,,,,,,,
2020-02-06,26.290000915527344,26.729999542236328,25.739999771118164,26.399999618530273,20.827938079833984,105600,,,,,,,,
2020-02-07,26.329999923706055,26.43000030517578,25.5,26.420000076293945,20.843721389770508,3500,,,,,,,,
2020-02-10,25.5,26.1299991607666,25.5,25.959999084472656,20.480806350708008,10600,,,,,,,,
2020-02-11,25.950000762939453,26.3700008392334,25.5,25.649999618530273,20.236234664916992,8800,,,,,,,,
2020-02-12,26.440000534057617,26.549999237060547,25.799999237060547,26.0,20.51236343383789,8500,,,,,,,,
2020-02-13,25.700000762939453,26.0,25.40999984741211,25.959999084472656,20.846426010131836,606700,,,,,,,,
2020-02-14,25.5,25.719999313354492,25.06999969482422,25.219999313354492,20.252185821533203,5400,,,,,,,,
2020-02-18,25.299999237060547,25.489999771118164,25.0,25.229999542236328,20.26021385192871,10500,,,,,,,,
2020-02-19,25.100000381469727,25.59000015258789,25.100000381469727,25.459999084472656,20.444910049438477,206600,,,,,,,,
2020-02-20,25.149999618530273,25.209999084472656,24.780000686645508,25.0,20.07552146911621,66900,,,,,,,,
2020-02-21,24.969999313354492,25.15999984741211,24.299999237060547,24.350000381469727,19.553558349609375,234300,,,,,,,,
2020-02-24,23.809999465942383,24.100000381469727,23.170000076293945,23.649999618530273,18.991445541381836,9400,,,,,,,,
2020-02-25,23.290000915527344,23.6299991607666,22.75,23.0,18.469480514526367,118300,,,,,,,,
2020-02-26,22.610000610351562,23.399999618530273,22.600000381469727,22.860000610351562,18.3570556640625,27900,,,,,,,,
2020-02-27,22.5,22.780000686645508,22.0,22.239999771118164,17.85918426513672,106500,,,,,,,,
2020-02-28,21.899999618530273,22.270000457763672,21.0,21.90999984741211,17.59418487548828,120700,,,,,,,,
2020-03-02,22.040000915527344,22.739999771118164,21.600000381469727,22.530000686645508,18.092063903808594,15100,,,,,,,,
2020-03-03,23.010000228881836,23.010000228881836,22.0,22.100000381469727,17.74675750732422,279000,,,,,,,,
2020-03-04,22.270000457763672,23.25,22.270000457763672,23.25,18.67023277282715,228100,,,,,,,,
2020-03-05,22.079999923706055,22.520000457763672,21.75,22.309999465942383,17.91539192199707,12300,,,,,,,,
2020-03-06,21.709999084472656,21.799999237060547,21.0,21.229999542236328,17.048131942749023,22300,,,,,,,,
2020-03-09,18.84000015258789,19.0,17.260000228881836,17.799999237060547,14.293774604797363,212400,,,,,,,,
2020-03-10,19.06999969482422,19.479999542236328,17.579999923706055,18.110000610351562,14.542708396911621,52800,,,,,,,,
2020-03-11,17.899999618530273,17.899999618530273,17.0,17.799999237060547,14.293774604797363,34700,,,,,,,,
2020-03-12,16.1299991607666,16.709999084472656,14.3100004196167,15.09000015258789,12.117585182189941,51700,,,,,,,,
2020-03-13,16.010000228881836,16.010000228881836,13.75,15.1899995803833,12.197884559631348,150200,,,,,,,,
2020-03-16,14.600000381469727,14.649999618530273,12.899999618530273,13.25,10.640027046203613,45800,,,,,,,,
2020-03-17,13.670000076293945,13.670000076293945,12.579999923706055,13.199999809265137,10.599876403808594,87800,,,,,,,,
2020-03-18,12.630000114440918,13.729999542236328,10.699999809265137,11.100000381469727,8.913532257080078,165600,,,,,,,,
2020-03-19,11.079999923706055,12.729999542236328,11.039999961853027,12.25,9.837006568908691,44700,,,,,,,,
2020-03-20,13.1899995803833,13.329999923706055,12.300000190734863,12.300000190734863,9.877156257629395,72700,,,,,,,,
