date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SBYSF')","('high', 'SBYSF')","('low', 'SBYSF')","('close', 'SBYSF')","('adj_close', 'SBYSF')","('volume', 'SBYSF')","('currency', '')"
2020-08-19,3.0190000534057617,3.0190000534057617,3.0190000534057617,3.0190000534057617,2.4099674224853516,2300,,,,,,,,
2020-08-20,3.0190000534057617,3.0190000534057617,3.0190000534057617,3.0190000534057617,2.4099674224853516,0,,,,,,,,
2020-08-21,3.0,5.0,3.0,3.200000047683716,2.5544538497924805,6400,,,,,,,,
2020-08-24,3.0,3.299999952316284,2.8299999237060547,2.8299999237060547,2.2590949535369873,2900,,,,,,,,
2020-08-25,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.314974069595337,400,,,,,,,,
2020-08-26,2.799999952316284,3.0,2.799999952316284,3.0,2.394800901412964,800,,,,,,,,
2020-08-27,3.0,3.0,3.0,3.0,2.394800901412964,100,,,,,,,,
2020-08-28,3.0,3.0,3.0,3.0,2.394800901412964,0,,,,,,,,
2020-08-31,3.0,3.0,3.0,3.0,2.394800901412964,0,,,,,,,,
2020-09-01,3.0,3.0,3.0,3.0,2.394800901412964,0,,,,,,,,
2020-09-02,3.049999952316284,3.0899999141693115,3.049999952316284,3.0899999141693115,2.466644525527954,2200,,,,,,,,
2020-09-03,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,2.466644525527954,0,,,,,,,,
2020-09-04,3.0899999141693115,3.0899999141693115,3.0899999141693115,3.0899999141693115,2.466644525527954,0,,,,,,,,
2020-09-08,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0299999713897705,2.4187488555908203,3000,,,,,,,,
2020-09-09,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,2.6183154582977295,100,,,,,,,,
2020-09-10,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,2.7859513759613037,200,,,,,,,,
2020-09-11,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,2.7859513759613037,0,,,,,,,,
2020-09-14,3.5,3.5,3.359999895095825,3.359999895095825,2.6821765899658203,1200,,,,,,,,
2020-09-15,3.359999895095825,3.359999895095825,3.359999895095825,3.359999895095825,2.6821765899658203,0,,,,,,,,
2020-09-16,3.359999895095825,3.359999895095825,3.359999895095825,3.359999895095825,2.7063403129577637,0,,,,,,,,
2020-09-17,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,2.5774669647216797,200,,,,,,,,
2020-09-18,3.0,3.0,3.0,3.0,2.4163756370544434,300,,,,,,,,
2020-09-21,3.200000047683716,3.200000047683716,2.890000104904175,3.200000047683716,2.5774669647216797,1700,,,,,,,,
2020-09-22,2.890000104904175,2.890000104904175,2.890000104904175,2.890000104904175,2.327775001525879,3100,,,,,,,,
2020-09-23,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,2.1022465229034424,3100,,,,,,,,
2020-09-24,3.0,3.0,2.5299999713897705,2.5299999713897705,2.0378100872039795,300,,,,,,,,
2020-09-25,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.0378100872039795,0,,,,,,,,
2020-09-28,2.5999999046325684,2.6500000953674316,2.5999999046325684,2.6500000953674316,2.134464979171753,200,,,,,,,,
2020-09-29,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,0,,,,,,,,
2020-09-30,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,300,,,,,,,,
2020-10-01,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,0,,,,,,,,
2020-10-02,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,0,,,,,,,,
2020-10-05,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,0,,,,,,,,
2020-10-06,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,0,,,,,,,,
2020-10-07,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.134464979171753,0,,,,,,,,
2020-10-08,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,3100,,,,,,,,
2020-10-09,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,0,,,,,,,,
2020-10-12,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,0,,,,,,,,
2020-10-13,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,0,,,,,,,,
2020-10-14,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,0,,,,,,,,
2020-10-15,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,0,,,,,,,,
2020-10-16,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.7799999713897705,2.2391746044158936,0,,,,,,,,
2020-10-19,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,2.6257946491241455,100,,,,,,,,
2020-10-20,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,2.6257946491241455,0,,,,,,,,
2020-10-21,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,2.6257946491241455,3700,,,,,,,,
2020-10-22,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,2.6257946491241455,0,,,,,,,,
2020-10-23,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,2.5613582134246826,100,,,,,,,,
2020-10-26,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,2.5613582134246826,0,,,,,,,,
2020-10-27,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.335829734802246,1000,,,,,,,,
2020-10-28,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.335829734802246,0,,,,,,,,
2020-10-29,2.943000078201294,2.950000047683716,2.940000057220459,2.950000047683716,2.3761024475097656,1500,,,,,,,,
2020-10-30,2.950000047683716,2.950000047683716,2.950000047683716,2.950000047683716,2.3761024475097656,0,,,,,,,,
