date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FRFHF')","('high', 'FRFHF')","('low', 'FRFHF')","('close', 'FRFHF')","('adj_close', 'FRFHF')","('volume', 'FRFHF')","('currency', '')"
2020-05-15,240.0,252.0,238.50999450683594,248.02999877929688,226.65704345703125,21900,,,,,,,,
2020-05-18,254.0,276.5400085449219,245.0,250.0,228.457275390625,20700,,,,,,,,
2020-05-19,255.19000244140625,257.3299865722656,243.47000122070312,243.5,222.5174102783203,19300,,,,,,,,
2020-05-20,247.11000061035156,251.5500030517578,241.5,250.82000732421875,229.20663452148438,33400,,,,,,,,
2020-05-21,252.33999633789062,258.0199890136719,244.0,255.47999572753906,233.46507263183594,25100,,,,,,,,
2020-05-22,249.9199981689453,254.08999633789062,246.75,251.32000732421875,229.66354370117188,24100,,,,,,,,
2020-05-26,268.82000732421875,272.9800109863281,261.95001220703125,271.0,247.64772033691406,39100,,,,,,,,
2020-05-27,274.2200012207031,278.9200134277344,267.42999267578125,272.20001220703125,248.74429321289062,25600,,,,,,,,
2020-05-28,271.32000732421875,285.17999267578125,263.7099914550781,278.0299987792969,254.07192993164062,40500,,,,,,,,
2020-05-29,273.20001220703125,281.4100036621094,273.20001220703125,278.260009765625,254.2821044921875,14300,,,,,,,,
2020-06-01,267.1099853515625,288.5,267.1099853515625,284.7300109863281,260.1946105957031,25700,,,,,,,,
2020-06-02,284.7300109863281,293.54998779296875,280.69000244140625,293.54998779296875,268.2545471191406,38500,,,,,,,,
2020-06-03,295.3900146484375,316.7799987792969,292.0,315.1000061035156,287.94757080078125,25600,,,,,,,,
2020-06-04,325.0799865722656,325.0799865722656,310.0,319.0299987792969,291.5389404296875,6700,,,,,,,,
2020-06-05,332.0899963378906,341.05999755859375,311.3599853515625,326.6600036621094,298.511474609375,13000,,,,,,,,
2020-06-08,327.45001220703125,334.0,321.3800048828125,330.3299865722656,301.8651428222656,14400,,,,,,,,
2020-06-09,321.2699890136719,322.9800109863281,312.67999267578125,317.25,289.91229248046875,7300,,,,,,,,
2020-06-10,318.0,318.0,308.32000732421875,312.42999267578125,285.50762939453125,18500,,,,,,,,
2020-06-11,301.9599914550781,305.0,286.70001220703125,299.5400085449219,273.7283935546875,9000,,,,,,,,
2020-06-12,302.510009765625,315.69000244140625,300.4800109863281,310.17999267578125,283.4515075683594,7000,,,,,,,,
2020-06-15,302.44000244140625,317.0,296.260009765625,309.0799865722656,282.4463195800781,9700,,,,,,,,
2020-06-16,330.0,343.0,320.0799865722656,336.9700012207031,307.9330139160156,15900,,,,,,,,
2020-06-17,340.04998779296875,341.6199951171875,321.5,322.7900085449219,294.97491455078125,8300,,,,,,,,
2020-06-18,323.0,323.5400085449219,312.8500061035156,314.2900085449219,287.2073669433594,9800,,,,,,,,
2020-06-19,316.010009765625,318.1199951171875,310.4800109863281,312.6700134277344,285.7269592285156,13100,,,,,,,,
2020-06-22,310.739990234375,316.8800048828125,297.7200012207031,314.8399963378906,287.7099609375,4800,,,,,,,,
2020-06-23,310.0,320.0,310.0,316.25,288.9984436035156,4500,,,,,,,,
2020-06-24,310.010009765625,315.1300048828125,304.989990234375,309.45001220703125,282.7844543457031,7500,,,,,,,,
2020-06-25,305.5,308.04998779296875,301.0,305.44000244140625,279.11993408203125,11300,,,,,,,,
2020-06-26,301.5799865722656,307.45001220703125,296.7699890136719,304.0299987792969,277.8315124511719,6700,,,,,,,,
2020-06-29,321.1000061035156,321.1000061035156,300.6700134277344,301.8900146484375,275.8758850097656,8800,,,,,,,,
2020-06-30,301.0,310.0,300.0400085449219,308.8399963378906,282.22698974609375,17200,,,,,,,,
2020-07-01,298.7099914550781,314.0,298.7099914550781,306.4800109863281,280.07037353515625,6600,,,,,,,,
