date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GEF-B')","('high', 'GEF-B')","('low', 'GEF-B')","('close', 'GEF-B')","('adj_close', 'GEF-B')","('volume', 'GEF-B')","('currency', '')"
2020-01-02,51.77000045776367,51.77000045776367,50.33000183105469,50.79999923706055,37.877376556396484,11200,,,,,,,,
2020-01-03,50.25,50.630001068115234,49.40999984741211,49.40999984741211,36.840972900390625,11500,,,,,,,,
2020-01-06,48.900001525878906,49.720001220703125,48.869998931884766,49.040000915527344,36.56508255004883,12200,,,,,,,,
2020-01-07,49.04999923706055,50.45000076293945,48.84000015258789,49.5099983215332,36.915523529052734,11400,,,,,,,,
2020-01-08,50.25,50.380001068115234,49.810001373291016,49.83000183105469,37.15412902832031,12500,,,,,,,,
2020-01-09,50.279998779296875,50.88999938964844,50.2400016784668,50.5,37.65369415283203,6900,,,,,,,,
2020-01-10,50.13999938964844,50.63999938964844,50.04999923706055,50.04999923706055,37.31815719604492,7200,,,,,,,,
2020-01-13,50.16999816894531,51.7599983215332,50.16999816894531,51.7599983215332,38.593162536621094,9800,,,,,,,,
2020-01-14,52.02000045776367,52.38999938964844,51.599998474121094,51.689998626708984,38.54096603393555,9900,,,,,,,,
2020-01-15,51.41999816894531,52.09000015258789,51.150001525878906,51.689998626708984,38.54096603393555,12800,,,,,,,,
2020-01-16,51.689998626708984,52.65999984741211,51.689998626708984,52.599998474121094,39.219486236572266,7600,,,,,,,,
2020-01-17,52.9900016784668,52.9900016784668,51.900001525878906,51.97999954223633,38.75719451904297,7800,,,,,,,,
2020-01-21,52.16999816894531,52.16999816894531,50.880001068115234,51.25,38.21289825439453,7500,,,,,,,,
2020-01-22,51.5,51.5,50.75,51.11000061035156,38.1085090637207,4600,,,,,,,,
2020-01-23,50.900001525878906,51.45000076293945,50.54999923706055,51.29999923706055,38.25017166137695,6600,,,,,,,,
2020-01-24,51.52000045776367,51.52000045776367,50.5099983215332,50.5099983215332,37.66114044189453,5000,,,,,,,,
2020-01-27,50.0,50.619998931884766,50.0,50.0,37.280879974365234,6600,,,,,,,,
2020-01-28,50.779998779296875,50.779998779296875,50.0,50.33000183105469,37.52693176269531,5000,,,,,,,,
2020-01-29,50.11000061035156,50.380001068115234,49.75,50.189998626708984,37.42254638671875,15600,,,,,,,,
2020-01-30,49.75,50.0,48.61000061035156,50.0,37.280879974365234,5200,,,,,,,,
2020-01-31,49.380001068115234,49.380001068115234,47.400001525878906,47.400001525878906,35.34227752685547,11800,,,,,,,,
2020-02-03,48.029998779296875,49.29999923706055,48.029998779296875,48.880001068115234,36.445796966552734,10500,,,,,,,,
2020-02-04,49.779998779296875,49.849998474121094,49.29999923706055,49.29999923706055,36.75894546508789,5700,,,,,,,,
2020-02-05,50.38999938964844,50.97999954223633,49.70000076293945,50.97999954223633,38.01156997680664,6100,,,,,,,,
2020-02-06,50.810001373291016,50.810001373291016,49.65999984741211,49.65999984741211,37.027366638183594,3700,,,,,,,,
2020-02-07,49.220001220703125,49.220001220703125,48.400001525878906,49.02000045776367,36.550174713134766,6600,,,,,,,,
2020-02-10,48.709999084472656,49.08000183105469,48.29999923706055,49.08000183105469,36.59490966796875,6000,,,,,,,,
2020-02-11,49.380001068115234,49.54999923706055,49.220001220703125,49.25,36.72166442871094,5600,,,,,,,,
2020-02-12,49.75,50.09000015258789,49.0,49.09000015258789,36.602359771728516,6600,,,,,,,,
2020-02-13,48.75,49.40999984741211,48.75,48.95000076293945,36.497989654541016,5600,,,,,,,,
2020-02-14,48.970001220703125,49.720001220703125,48.83000183105469,48.83000183105469,36.40851593017578,4500,,,,,,,,
2020-02-18,48.7599983215332,48.970001220703125,47.709999084472656,48.0,35.78964614868164,9000,,,,,,,,
2020-02-19,48.310001373291016,48.7400016784668,48.0,48.0,35.78964614868164,11500,,,,,,,,
2020-02-20,48.0,48.529998779296875,47.709999084472656,47.849998474121094,35.67780685424805,5200,,,,,,,,
2020-02-21,47.650001525878906,48.310001373291016,47.650001525878906,48.0,35.78964614868164,5500,,,,,,,,
2020-02-24,47.25,47.25,44.130001068115234,44.59000015258789,33.24708938598633,11500,,,,,,,,
2020-02-25,44.630001068115234,44.86000061035156,42.7400016784668,42.93000030517578,32.009361267089844,11800,,,,,,,,
2020-02-26,43.0,43.33000183105469,41.540000915527344,42.16999816894531,31.442689895629883,13900,,,,,,,,
2020-02-27,39.68000030517578,41.65999984741211,37.9900016784668,37.9900016784668,28.32601547241211,27600,,,,,,,,
2020-02-28,37.9900016784668,40.0099983215332,37.18000030517578,40.0099983215332,29.8321475982666,30800,,,,,,,,
2020-03-02,39.56999969482422,40.0,38.29999923706055,39.310001373291016,29.31021499633789,25500,,,,,,,,
2020-03-03,39.619998931884766,40.43000030517578,38.52000045776367,38.70000076293945,28.855403900146484,26300,,,,,,,,
2020-03-04,39.11000061035156,39.40999984741211,37.58000183105469,39.40999984741211,29.384784698486328,26000,,,,,,,,
2020-03-05,38.75,38.779998779296875,36.70000076293945,37.5099983215332,27.96811866760254,34100,,,,,,,,
2020-03-06,37.25,37.439998626708984,36.0,37.06999969482422,27.64003562927246,32100,,,,,,,,
2020-03-09,35.150001525878906,35.150001525878906,33.040000915527344,34.52000045776367,25.738723754882812,36900,,,,,,,,
2020-03-10,35.5,37.04999923706055,35.20000076293945,36.72999954223633,27.38652801513672,41000,,,,,,,,
2020-03-11,35.630001068115234,35.630001068115234,33.040000915527344,34.2400016784668,25.52994728088379,31300,,,,,,,,
2020-03-12,34.0,34.04999923706055,30.889999389648438,32.40999984741211,24.165464401245117,26600,,,,,,,,
2020-03-13,33.849998474121094,37.59000015258789,31.950000762939453,36.630001068115234,27.311967849731445,39100,,,,,,,,
2020-03-16,33.939998626708984,39.349998474121094,33.939998626708984,34.880001068115234,26.00714111328125,86300,,,,,,,,
2020-03-17,35.56999969482422,39.04999923706055,32.9900016784668,38.88999938964844,29.556331634521484,42200,,,,,,,,
2020-03-18,37.630001068115234,41.599998474121094,37.529998779296875,40.470001220703125,30.75713348388672,38500,,,,,,,,
2020-03-19,40.86000061035156,42.5,38.709999084472656,42.25,32.109928131103516,34600,,,,,,,,
2020-03-20,42.189998626708984,42.189998626708984,35.90999984741211,36.09000015258789,27.42833709716797,33000,,,,,,,,
2020-03-23,35.400001525878906,37.900001525878906,33.040000915527344,36.65999984741211,27.86153793334961,29700,,,,,,,,
2020-03-24,38.869998931884766,40.18000030517578,37.79999923706055,40.18000030517578,30.536731719970703,20600,,,,,,,,
2020-03-25,39.810001373291016,40.0,38.150001525878906,39.2599983215332,29.837528228759766,17400,,,,,,,,
2020-03-26,39.0099983215332,41.38999938964844,38.75,41.18000030517578,31.296735763549805,23200,,,,,,,,
2020-03-27,40.099998474121094,40.099998474121094,38.33000183105469,38.689998626708984,29.40433692932129,14100,,,,,,,,
2020-03-30,39.5,41.54999923706055,38.75,41.38999938964844,31.456329345703125,12300,,,,,,,,
2020-03-31,40.7599983215332,40.7599983215332,38.5,40.060001373291016,30.445533752441406,20300,,,,,,,,
2020-04-01,39.79999923706055,39.79999923706055,37.04999923706055,37.380001068115234,28.408742904663086,18700,,,,,,,,
2020-04-02,37.63999938964844,40.7400016784668,37.63999938964844,40.279998779296875,30.61272430419922,16700,,,,,,,,
2020-04-03,39.25,39.310001373291016,36.72999954223633,37.56999969482422,28.55314064025879,14100,,,,,,,,
2020-04-06,39.5,39.900001525878906,38.83000183105469,39.869998931884766,30.301128387451172,29300,,,,,,,,
2020-04-07,41.5,41.900001525878906,40.5099983215332,41.5,31.539936065673828,19100,,,,,,,,
2020-04-08,41.630001068115234,42.91999816894531,40.650001525878906,41.2599983215332,31.357528686523438,18100,,,,,,,,
2020-04-09,41.959999084472656,43.220001220703125,40.619998931884766,41.7400016784668,31.722328186035156,10900,,,,,,,,
2020-04-13,40.65999984741211,41.47999954223633,39.75,41.47999954223633,31.524728775024414,13700,,,,,,,,
2020-04-14,42.59000015258789,42.59000015258789,40.310001373291016,40.900001525878906,31.08392906188965,8800,,,,,,,,
2020-04-15,39.13999938964844,39.13999938964844,37.20000076293945,37.5,28.49993133544922,17700,,,,,,,,
2020-04-16,37.79999923706055,37.79999923706055,34.9900016784668,36.540000915527344,27.77033805847168,18200,,,,,,,,
2020-04-17,37.220001220703125,39.0,37.220001220703125,38.7599983215332,29.457523345947266,8300,,,,,,,,
2020-04-20,37.5,38.470001220703125,35.91999816894531,36.849998474121094,28.005935668945312,15300,,,,,,,,
2020-04-21,35.38999938964844,37.81999969482422,35.38999938964844,36.849998474121094,28.005935668945312,17200,,,,,,,,
2020-04-22,37.9900016784668,37.9900016784668,35.38999938964844,36.18000030517578,27.49673843383789,12600,,,,,,,,
2020-04-23,36.09000015258789,37.630001068115234,36.09000015258789,37.11000061035156,28.203535079956055,12900,,,,,,,,
2020-04-24,37.0,38.529998779296875,36.689998626708984,37.7400016784668,28.682329177856445,21800,,,,,,,,
2020-04-27,37.52000045776367,39.70000076293945,37.349998474121094,39.65999984741211,30.141529083251953,8900,,,,,,,,
2020-04-28,40.9900016784668,40.9900016784668,39.65999984741211,40.79999923706055,31.0079345703125,6100,,,,,,,,
2020-04-29,42.65999984741211,42.65999984741211,41.220001220703125,42.25,32.109928131103516,10800,,,,,,,,
2020-04-30,40.83000183105469,40.83000183105469,39.45000076293945,39.75,30.209932327270508,6600,,,,,,,,
2020-05-01,38.5,39.63999938964844,38.5,39.43000030517578,29.966739654541016,8800,,,,,,,,
2020-05-04,38.54999923706055,39.47999954223633,38.119998931884766,39.040000915527344,29.670330047607422,10900,,,,,,,,
2020-05-05,40.2400016784668,40.2400016784668,37.189998626708984,37.189998626708984,28.26433563232422,5300,,,,,,,,
2020-05-06,37.189998626708984,38.20000076293945,35.7599983215332,36.70000076293945,27.891935348510742,18100,,,,,,,,
2020-05-07,36.70000076293945,37.560001373291016,36.70000076293945,37.52000045776367,28.5151424407959,9700,,,,,,,,
2020-05-08,39.400001525878906,39.400001525878906,36.75,38.970001220703125,29.617136001586914,7600,,,,,,,,
2020-05-11,37.709999084472656,38.08000183105469,36.689998626708984,37.04999923706055,28.15793228149414,15700,,,,,,,,
2020-05-12,37.279998779296875,37.279998779296875,35.619998931884766,36.06999969482422,27.413135528564453,9900,,,,,,,,
2020-05-13,35.849998474121094,36.29999923706055,34.38999938964844,36.29999923706055,27.587934494018555,15700,,,,,,,,
2020-05-14,34.90999984741211,36.20000076293945,34.130001068115234,36.20000076293945,27.51193618774414,13900,,,,,,,,
2020-05-15,35.75,36.099998474121094,35.41999816894531,36.099998474121094,27.435935974121094,7000,,,,,,,,
2020-05-18,36.099998474121094,39.5,36.099998474121094,39.41999816894531,29.959129333496094,16400,,,,,,,,
2020-05-19,38.70000076293945,38.70000076293945,36.959999084472656,37.70000076293945,28.651931762695312,9300,,,,,,,,
2020-05-20,38.11000061035156,38.70000076293945,37.47999954223633,38.400001525878906,29.183937072753906,15400,,,,,,,,
2020-05-21,37.79999923706055,38.33000183105469,37.5099983215332,37.5099983215332,28.507539749145508,6400,,,,,,,,
2020-05-22,37.869998931884766,38.540000915527344,37.13999938964844,38.540000915527344,29.29033851623535,5800,,,,,,,,
2020-05-26,39.25,40.560001373291016,39.25,39.900001525878906,30.32393455505371,15500,,,,,,,,
2020-05-27,40.83000183105469,41.52000045776367,40.220001220703125,41.52000045776367,31.55512809753418,22000,,,,,,,,
2020-05-28,42.0,42.0,39.79999923706055,39.90999984741211,30.331527709960938,24100,,,,,,,,
2020-05-29,39.61000061035156,39.61000061035156,37.61000061035156,38.34000015258789,29.13833236694336,27200,,,,,,,,
2020-06-01,40.150001525878906,40.150001525878906,37.79999923706055,38.5099983215332,29.267534255981445,29300,,,,,,,,
2020-06-02,39.150001525878906,39.150001525878906,38.0,38.0,28.879932403564453,18600,,,,,,,,
2020-06-03,39.130001068115234,40.959999084472656,39.130001068115234,40.2400016784668,30.58232879638672,37900,,,,,,,,
2020-06-04,40.25,43.0,40.0,41.34000015258789,31.418338775634766,46900,,,,,,,,
2020-06-05,43.189998626708984,45.34000015258789,43.189998626708984,45.060001373291016,34.245521545410156,28300,,,,,,,,
2020-06-08,45.27000045776367,45.650001525878906,44.5099983215332,44.75,34.009925842285156,23100,,,,,,,,
2020-06-09,44.290000915527344,44.290000915527344,42.189998626708984,43.060001373291016,32.72553253173828,27100,,,,,,,,
2020-06-10,43.150001525878906,43.150001525878906,40.04999923706055,40.04999923706055,30.43793296813965,24600,,,,,,,,
2020-06-11,39.29999923706055,39.29999923706055,36.79999923706055,36.9900016784668,28.11233901977539,20100,,,,,,,,
2020-06-12,38.099998474121094,39.09000015258789,37.68000030517578,38.66999816894531,29.389131546020508,16800,,,,,,,,
2020-06-15,38.66999816894531,39.83000183105469,37.709999084472656,39.560001373291016,30.065528869628906,59000,,,,,,,,
2020-06-16,41.40999984741211,42.220001220703125,40.52000045776367,41.54999923706055,31.577930450439453,26800,,,,,,,,
2020-06-17,41.45000076293945,41.45000076293945,38.22999954223633,38.939998626708984,30.072010040283203,30000,,,,,,,,
2020-06-18,38.5,39.58000183105469,38.130001068115234,39.20000076293945,30.272802352905273,15100,,,,,,,,
2020-06-19,39.400001525878906,39.470001220703125,38.560001373291016,39.13999938964844,30.226455688476562,35700,,,,,,,,
2020-06-22,38.5,39.81999969482422,38.5,39.81999969482422,30.75160789489746,12900,,,,,,,,
2020-06-23,41.11000061035156,41.11000061035156,39.150001525878906,39.619998931884766,30.597158432006836,16900,,,,,,,,
2020-06-24,38.90999984741211,38.93000030517578,37.47999954223633,37.91999816894531,29.284297943115234,17900,,,,,,,,
2020-06-25,37.84000015258789,39.2400016784668,37.439998626708984,39.11000061035156,30.203290939331055,15100,,,,,,,,
2020-06-26,38.939998626708984,39.470001220703125,38.29999923706055,39.2599983215332,30.319128036499023,42800,,,,,,,,
2020-06-29,39.61000061035156,41.099998474121094,39.61000061035156,41.099998474121094,31.74009895324707,9900,,,,,,,,
2020-06-30,40.779998779296875,41.83000183105469,40.439998626708984,41.83000183105469,32.303855895996094,10000,,,,,,,,
2020-07-01,41.66999816894531,41.66999816894531,40.630001068115234,40.86000061035156,31.554767608642578,16500,,,,,,,,
2020-07-02,41.79999923706055,42.36000061035156,41.11000061035156,41.459999084472656,32.01811981201172,24100,,,,,,,,
2020-07-06,42.20000076293945,42.20000076293945,40.5,40.59000015258789,31.34624671936035,11600,,,,,,,,
2020-07-07,40.16999816894531,40.54999923706055,39.349998474121094,39.349998474121094,30.388641357421875,10100,,,,,,,,
2020-07-08,39.220001220703125,40.11000061035156,38.349998474121094,38.65999984741211,29.85577392578125,9500,,,,,,,,
2020-07-09,38.59000015258789,38.59000015258789,36.849998474121094,37.060001373291016,28.620155334472656,10700,,,,,,,,
2020-07-10,37.47999954223633,39.08000183105469,37.47999954223633,39.0,30.11834716796875,30300,,,,,,,,
2020-07-13,39.150001525878906,39.25,38.0,38.4900016784668,29.72449493408203,14700,,,,,,,,
2020-07-14,38.369998931884766,40.150001525878906,38.369998931884766,40.150001525878906,31.006444931030273,9000,,,,,,,,
2020-07-15,40.5,40.84000015258789,40.08000183105469,40.189998626708984,31.037334442138672,13600,,,,,,,,
2020-07-16,40.060001373291016,41.45000076293945,40.0099983215332,41.45000076293945,32.01039123535156,8900,,,,,,,,
2020-07-17,40.95000076293945,41.599998474121094,40.75,40.81999969482422,31.523868560791016,7600,,,,,,,,
2020-07-20,40.81999969482422,41.459999084472656,40.75,41.29999923706055,31.894554138183594,5800,,,,,,,,
2020-07-21,41.75,42.310001373291016,41.400001525878906,41.709999084472656,32.2111930847168,6300,,,,,,,,
2020-07-22,41.349998474121094,42.13999938964844,41.34000015258789,41.5,32.049007415771484,10100,,,,,,,,
2020-07-23,41.630001068115234,42.04999923706055,41.56999969482422,41.709999084472656,32.2111930847168,3200,,,,,,,,
2020-07-24,41.95000076293945,42.75,41.869998931884766,42.02000045776367,32.45059585571289,9600,,,,,,,,
2020-07-27,41.97999954223633,42.880001068115234,41.869998931884766,42.150001525878906,32.55098342895508,16400,,,,,,,,
2020-07-28,41.900001525878906,42.119998931884766,41.560001373291016,41.56999969482422,32.103065490722656,6900,,,,,,,,
2020-07-29,41.59000015258789,42.16999816894531,41.5,41.75,32.242069244384766,9500,,,,,,,,
2020-07-30,41.56999969482422,41.56999969482422,40.41999816894531,40.849998474121094,31.547033309936523,6500,,,,,,,,
2020-07-31,40.0,40.0,39.099998474121094,39.290000915527344,30.342300415039062,13200,,,,,,,,
2020-08-03,39.79999923706055,40.650001525878906,39.72999954223633,40.43000030517578,31.222684860229492,11300,,,,,,,,
2020-08-04,40.540000915527344,41.45000076293945,40.459999084472656,41.45000076293945,32.01039123535156,4400,,,,,,,,
2020-08-05,41.630001068115234,42.0,41.06999969482422,41.630001068115234,32.1494026184082,6800,,,,,,,,
2020-08-06,42.02000045776367,42.09000015258789,41.45000076293945,42.09000015258789,32.504642486572266,5500,,,,,,,,
2020-08-07,41.779998779296875,44.04999923706055,41.779998779296875,44.04999923706055,34.01829528808594,5200,,,,,,,,
2020-08-10,43.779998779296875,45.43000030517578,43.779998779296875,45.099998474121094,34.82916259765625,6300,,,,,,,,
2020-08-11,45.63999938964844,46.2400016784668,45.45000076293945,45.45000076293945,35.09945297241211,15600,,,,,,,,
2020-08-12,45.84000015258789,46.72999954223633,45.09000015258789,45.33000183105469,35.00679397583008,10000,,,,,,,,
2020-08-13,45.150001525878906,46.06999969482422,45.150001525878906,46.06999969482422,35.5782585144043,9000,,,,,,,,
2020-08-14,45.47999954223633,46.290000915527344,45.47999954223633,46.15999984741211,35.64776611328125,4000,,,,,,,,
2020-08-17,45.54999923706055,46.61000061035156,45.54999923706055,46.0099983215332,35.531925201416016,12300,,,,,,,,
2020-08-18,46.0,46.0,45.029998779296875,45.029998779296875,34.77511215209961,4600,,,,,,,,
2020-08-19,45.540000915527344,45.7400016784668,44.54999923706055,45.25,34.94500732421875,5300,,,,,,,,
2020-08-20,44.36000061035156,44.709999084472656,43.290000915527344,43.689998626708984,33.740264892578125,8700,,,,,,,,
2020-08-21,43.150001525878906,43.150001525878906,42.38999938964844,43.060001373291016,33.25373840332031,5900,,,,,,,,
2020-08-24,43.04999923706055,44.5,43.04999923706055,43.95000076293945,33.941062927246094,6800,,,,,,,,
2020-08-25,44.0,44.0,43.4900016784668,43.9900016784668,33.971946716308594,2300,,,,,,,,
2020-08-26,43.11000061035156,43.939998626708984,43.11000061035156,43.38999938964844,33.508583068847656,14500,,,,,,,,
2020-08-27,41.0,41.130001068115234,39.70000076293945,40.5099983215332,31.284473419189453,15100,,,,,,,,
2020-08-28,40.56999969482422,42.40999984741211,40.56999969482422,41.790000915527344,32.272972106933594,14700,,,,,,,,
2020-08-31,42.27000045776367,42.27000045776367,40.880001068115234,41.029998779296875,31.6860408782959,23100,,,,,,,,
2020-09-01,40.720001220703125,41.86000061035156,40.06999969482422,41.86000061035156,32.32703399658203,11400,,,,,,,,
2020-09-02,41.61000061035156,42.130001068115234,41.02000045776367,42.130001068115234,32.53553771972656,12200,,,,,,,,
2020-09-03,41.93000030517578,41.93000030517578,40.41999816894531,41.2400016784668,31.848224639892578,17500,,,,,,,,
2020-09-04,41.959999084472656,42.290000915527344,40.25,42.290000915527344,32.65909957885742,13200,,,,,,,,
2020-09-08,41.86000061035156,41.86000061035156,39.04999923706055,39.25,30.31141471862793,36400,,,,,,,,
2020-09-09,39.7599983215332,40.060001373291016,39.09000015258789,39.93000030517578,30.83655548095703,25200,,,,,,,,
2020-09-10,39.790000915527344,40.220001220703125,38.88999938964844,39.2400016784668,30.303693771362305,18900,,,,,,,,
2020-09-11,39.31999969482422,40.2599983215332,38.88999938964844,40.04999923706055,30.92922019958496,10100,,,,,,,,
2020-09-14,40.04999923706055,42.29999923706055,39.560001373291016,42.29999923706055,32.66681671142578,33600,,,,,,,,
2020-09-15,41.75,42.84000015258789,41.75,42.0099983215332,32.442867279052734,9700,,,,,,,,
