date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KER.PA')","('high', 'KER.PA')","('low', 'KER.PA')","('close', 'KER.PA')","('adj_close', 'KER.PA')","('volume', 'KER.PA')","('currency', '')"
2020-03-18,376.20001220703125,381.6499938964844,351.8500061035156,357.6000061035156,310.7861633300781,483753,,,,,,,,
2020-03-19,362.3999938964844,380.29998779296875,350.0,380.29998779296875,330.5145263671875,432744,,,,,,,,
2020-03-20,400.0,422.79998779296875,395.04998779296875,419.70001220703125,364.756591796875,645024,,,,,,,,
2020-03-23,395.0,419.70001220703125,382.6000061035156,405.95001220703125,352.8066101074219,383682,,,,,,,,
2020-03-24,424.8500061035156,449.25,412.70001220703125,448.3500061035156,389.6559753417969,330103,,,,,,,,
2020-03-25,467.3500061035156,478.8500061035156,452.1499938964844,472.1000061035156,410.296875,396656,,,,,,,,
2020-03-26,457.95001220703125,493.5,453.5,492.3500061035156,427.8959045410156,299782,,,,,,,,
2020-03-27,475.0,489.6000061035156,465.0,479.5,416.72808837890625,314105,,,,,,,,
2020-03-30,479.8500061035156,484.29998779296875,460.95001220703125,481.5,418.4662780761719,222727,,,,,,,,
2020-03-31,485.0,502.6000061035156,460.5,475.8999938964844,413.5993957519531,351903,,,,,,,,
2020-04-01,474.0,474.0,450.1499938964844,455.0,395.4354553222656,262851,,,,,,,,
2020-04-02,455.54998779296875,462.6499938964844,445.1000061035156,455.6000061035156,395.9568786621094,245095,,,,,,,,
2020-04-03,451.70001220703125,459.5,444.5,452.70001220703125,393.4365539550781,154209,,,,,,,,
2020-04-06,469.0,473.45001220703125,462.8500061035156,468.3999938964844,407.0812072753906,192517,,,,,,,,
2020-04-07,480.0,498.79998779296875,475.0,477.0,414.5553894042969,253471,,,,,,,,
2020-04-08,474.75,480.04998779296875,465.3500061035156,475.3500061035156,413.12139892578125,160035,,,,,,,,
2020-04-09,480.0,485.79998779296875,458.29998779296875,473.70001220703125,411.6874084472656,234753,,,,,,,,
2020-04-14,475.75,494.6000061035156,472.8999938964844,483.75,420.4217529296875,207469,,,,,,,,
2020-04-15,489.0,491.75,470.6000061035156,475.0,412.81719970703125,165887,,,,,,,,
2020-04-16,475.25,485.8500061035156,473.1499938964844,477.25,414.7725830078125,188754,,,,,,,,
2020-04-17,493.95001220703125,513.0999755859375,493.0,503.3999938964844,437.4992980957031,351155,,,,,,,,
2020-04-20,508.6000061035156,510.5,500.1000061035156,508.8999938964844,442.279296875,144653,,,,,,,,
2020-04-21,505.5,507.70001220703125,486.3999938964844,489.0,424.9844665527344,156267,,,,,,,,
2020-04-22,461.0,465.5,455.20001220703125,464.95001220703125,404.08282470703125,282567,,,,,,,,
2020-04-23,467.0,468.54998779296875,451.54998779296875,457.04998779296875,397.217041015625,173835,,,,,,,,
2020-04-24,450.0,456.45001220703125,445.45001220703125,451.3500061035156,392.2632141113281,182103,,,,,,,,
2020-04-27,455.79998779296875,467.75,455.79998779296875,464.8500061035156,403.9959716796875,117741,,,,,,,,
2020-04-28,463.6000061035156,478.45001220703125,462.79998779296875,466.95001220703125,405.821044921875,132771,,,,,,,,
2020-04-29,468.79998779296875,479.95001220703125,455.45001220703125,476.45001220703125,414.0773620605469,149631,,,,,,,,
2020-04-30,476.0,482.0,455.3999938964844,460.20001220703125,399.9547119140625,272764,,,,,,,,
2020-05-04,458.3999938964844,459.3500061035156,444.45001220703125,450.95001220703125,391.9156799316406,234713,,,,,,,,
2020-05-05,458.20001220703125,460.25,444.25,451.79998779296875,392.6543273925781,186594,,,,,,,,
2020-05-06,451.0,452.0,433.5,433.5,376.7500305175781,291929,,,,,,,,
2020-05-07,434.0,456.79998779296875,434.0,442.6499938964844,384.7021484375,306963,,,,,,,,
2020-05-08,448.0,453.5,445.29998779296875,447.5,388.917236328125,146353,,,,,,,,
2020-05-11,448.79998779296875,452.25,435.8500061035156,439.25,381.74725341796875,159391,,,,,,,,
2020-05-12,438.1000061035156,443.25,432.25,435.95001220703125,378.8793029785156,178244,,,,,,,,
2020-05-13,431.3999938964844,433.04998779296875,420.1000061035156,422.29998779296875,367.01617431640625,260842,,,,,,,,
2020-05-14,420.0,425.5,405.1000061035156,415.3500061035156,360.9761047363281,214750,,,,,,,,
2020-05-15,418.1000061035156,422.8500061035156,408.54998779296875,411.3500061035156,357.4997253417969,210382,,,,,,,,
2020-05-18,415.70001220703125,432.3999938964844,415.70001220703125,429.79998779296875,373.53436279296875,230964,,,,,,,,
2020-05-19,435.0,443.6000061035156,430.04998779296875,440.04998779296875,382.4425354003906,389003,,,,,,,,
2020-05-20,437.8500061035156,441.20001220703125,429.54998779296875,436.04998779296875,378.9661560058594,209242,,,,,,,,
2020-05-21,431.0,438.6499938964844,428.0,433.25,376.5327453613281,135124,,,,,,,,
2020-05-22,424.0,430.1499938964844,421.70001220703125,422.8999938964844,367.53759765625,204238,,,,,,,,
2020-05-25,428.0,431.95001220703125,420.6499938964844,431.95001220703125,375.4029235839844,134609,,,,,,,,
2020-05-26,438.54998779296875,449.70001220703125,436.70001220703125,448.6000061035156,389.8732604980469,282419,,,,,,,,
2020-05-27,450.3999938964844,470.29998779296875,446.45001220703125,467.6000061035156,406.3859558105469,360035,,,,,,,,
2020-05-28,473.95001220703125,483.6000061035156,468.70001220703125,480.95001220703125,417.9883117675781,254314,,,,,,,,
2020-05-29,477.1000061035156,480.04998779296875,468.95001220703125,469.6000061035156,408.1241455078125,331268,,,,,,,,
2020-06-01,480.0,481.04998779296875,469.6499938964844,476.3999938964844,414.0339050292969,146213,,,,,,,,
2020-06-02,481.75,489.1499938964844,480.29998779296875,487.75,423.8981018066406,216597,,,,,,,,
2020-06-03,492.20001220703125,505.5,491.1000061035156,504.20001220703125,438.19464111328125,275687,,,,,,,,
2020-06-04,503.6000061035156,508.6000061035156,497.1499938964844,507.3999938964844,440.9756774902344,255944,,,,,,,,
2020-06-05,511.8999938964844,537.7000122070312,510.29998779296875,536.0999755859375,465.91845703125,430263,,,,,,,,
2020-06-08,531.0999755859375,531.5,518.5,521.2999877929688,453.0559997558594,274323,,,,,,,,
2020-06-09,523.9000244140625,529.7000122070312,513.5999755859375,525.0,456.2716064453125,283852,,,,,,,,
2020-06-10,528.9000244140625,534.5,519.7999877929688,522.0,453.6643981933594,202582,,,,,,,,
2020-06-11,511.29998779296875,513.2999877929688,487.0,487.0,423.24627685546875,336802,,,,,,,,
2020-06-12,482.0,499.6499938964844,477.0,487.3500061035156,423.5504455566406,242814,,,,,,,,
2020-06-15,473.54998779296875,483.45001220703125,466.45001220703125,480.5,417.5971984863281,222703,,,,,,,,
2020-06-16,491.0,502.29998779296875,484.5,495.1499938964844,430.3293762207031,271030,,,,,,,,
2020-06-17,498.04998779296875,510.8999938964844,496.8999938964844,507.0,440.6280517578125,238230,,,,,,,,
2020-06-18,506.5,514.9000244140625,502.3999938964844,510.0,443.23529052734375,252439,,,,,,,,
2020-06-19,515.0999755859375,518.7999877929688,508.8999938964844,509.8999938964844,443.14837646484375,504616,,,,,,,,
2020-06-22,503.0,513.2000122070312,498.20001220703125,504.0,438.020751953125,185309,,,,,,,,
2020-06-23,498.0,502.8999938964844,492.8999938964844,497.6000061035156,436.35467529296875,309953,,,,,,,,
2020-06-24,493.20001220703125,496.5,474.6000061035156,474.6000061035156,416.1855163574219,291612,,,,,,,,
2020-06-25,473.70001220703125,477.5,464.04998779296875,474.8999938964844,416.44854736328125,206717,,,,,,,,
2020-06-26,478.3999938964844,491.54998779296875,477.0,477.0,418.29010009765625,218930,,,,,,,,
2020-06-29,475.54998779296875,486.5,473.79998779296875,481.25,422.01702880859375,185748,,,,,,,,
2020-06-30,485.0,487.29998779296875,479.0,484.25,424.64776611328125,181726,,,,,,,,
2020-07-01,485.0,485.3999938964844,469.8500061035156,481.0,421.7977600097656,157774,,,,,,,,
2020-07-02,485.8500061035156,497.25,484.3500061035156,492.3999938964844,431.794677734375,235825,,,,,,,,
2020-07-03,495.79998779296875,498.5,490.70001220703125,494.79998779296875,433.8992614746094,107744,,,,,,,,
2020-07-06,504.70001220703125,507.3999938964844,499.1000061035156,499.95001220703125,438.4154052734375,187877,,,,,,,,
2020-07-07,498.79998779296875,501.29998779296875,495.79998779296875,498.79998779296875,437.4069519042969,126607,,,,,,,,
2020-07-08,495.1000061035156,498.79998779296875,491.3999938964844,491.8999938964844,431.3561706542969,112268,,,,,,,,
2020-07-09,496.8500061035156,504.6000061035156,493.1499938964844,498.3999938964844,437.05621337890625,185062,,,,,,,,
2020-07-10,492.6000061035156,500.3999938964844,491.1499938964844,499.75,438.239990234375,141513,,,,,,,,
2020-07-13,505.0,513.5999755859375,504.29998779296875,511.8999938964844,448.8946228027344,140802,,,,,,,,
2020-07-14,505.0,506.6000061035156,496.5,506.5,444.15924072265625,161249,,,,,,,,
2020-07-15,510.79998779296875,525.7999877929688,509.6000061035156,523.7000122070312,459.2422180175781,234837,,,,,,,,
2020-07-16,518.5,519.4000244140625,509.29998779296875,517.0,453.3668518066406,145362,,,,,,,,
2020-07-17,517.5,517.9000244140625,511.79998779296875,515.4000244140625,451.96380615234375,168915,,,,,,,,
2020-07-20,513.9000244140625,516.7000122070312,508.3999938964844,515.7999877929688,452.3145751953125,103427,,,,,,,,
2020-07-21,520.0,527.4000244140625,519.2999877929688,521.5,457.3129577636719,140684,,,,,,,,
2020-07-22,521.5,521.5,502.20001220703125,506.0,443.7207336425781,191467,,,,,,,,
2020-07-23,508.29998779296875,509.79998779296875,500.5,503.29998779296875,441.3530578613281,147935,,,,,,,,
2020-07-24,496.5,499.0,488.04998779296875,495.0,434.0746765136719,186478,,,,,,,,
2020-07-27,493.1499938964844,500.0,491.1499938964844,496.75,435.6092834472656,187612,,,,,,,,
2020-07-28,487.5,495.0,483.20001220703125,483.20001220703125,423.7270202636719,243541,,,,,,,,
2020-07-29,509.79998779296875,512.0,501.5,502.3999938964844,440.5638732910156,246987,,,,,,,,
2020-07-30,500.1000061035156,501.20001220703125,481.25,492.6000061035156,431.9700927734375,281708,,,,,,,,
2020-07-31,492.1499938964844,495.8500061035156,481.6499938964844,481.75,422.4554748535156,284516,,,,,,,,
2020-08-03,482.75,494.1000061035156,474.6000061035156,489.70001220703125,429.4269714355469,183278,,,,,,,,
2020-08-04,492.0,494.29998779296875,480.3999938964844,486.54998779296875,426.6647033691406,142738,,,,,,,,
2020-08-05,490.54998779296875,495.1499938964844,489.04998779296875,491.75,431.22467041015625,123750,,,,,,,,
2020-08-06,489.6499938964844,495.6000061035156,482.8999938964844,483.04998779296875,423.5954895019531,144065,,,,,,,,
2020-08-07,480.45001220703125,488.75,477.20001220703125,485.3500061035156,425.6124267578125,104064,,,,,,,,
2020-08-10,487.95001220703125,490.70001220703125,479.20001220703125,482.1000061035156,422.7624206542969,122887,,,,,,,,
2020-08-11,485.79998779296875,499.45001220703125,485.0,494.6499938964844,433.7677001953125,159222,,,,,,,,
2020-08-12,492.70001220703125,506.5,491.6499938964844,503.70001220703125,441.703857421875,151630,,,,,,,,
2020-08-13,502.0,511.1000061035156,502.0,506.70001220703125,444.3346252441406,102946,,,,,,,,
2020-08-14,505.8999938964844,505.8999938964844,491.75,496.6000061035156,435.4776916503906,139553,,,,,,,,
2020-08-17,496.04998779296875,502.0,495.6000061035156,499.1499938964844,437.7138671875,70604,,,,,,,,
2020-08-18,496.6000061035156,506.79998779296875,493.70001220703125,499.79998779296875,438.2838439941406,105414,,,,,,,,
2020-08-19,499.79998779296875,501.3999938964844,495.8500061035156,499.79998779296875,438.2838439941406,92112,,,,,,,,
2020-08-20,494.25,498.79998779296875,491.3999938964844,494.1499938964844,433.32928466796875,119144,,,,,,,,
2020-08-21,495.6000061035156,497.79998779296875,487.8999938964844,495.5,434.5131530761719,135508,,,,,,,,
2020-08-24,500.0,506.1000061035156,498.3999938964844,505.6000061035156,443.3699951171875,118423,,,,,,,,
2020-08-25,506.0,514.5,504.1000061035156,510.1000061035156,447.3161315917969,157510,,,,,,,,
2020-08-26,508.29998779296875,521.2000122070312,506.0,521.2000122070312,457.0499267578125,159638,,,,,,,,
2020-08-27,521.0,523.0999755859375,517.0,521.0999755859375,456.9622497558594,151839,,,,,,,,
2020-08-28,519.9000244140625,521.2000122070312,515.0,516.2999877929688,452.7530212402344,145761,,,,,,,,
2020-08-31,518.0,525.5999755859375,512.5999755859375,514.5999755859375,451.2621765136719,137728,,,,,,,,
2020-09-01,516.7000122070312,525.5,512.4000244140625,525.0,460.3821716308594,202041,,,,,,,,
2020-09-02,531.0,553.0,530.7000122070312,553.0,484.9359436035156,336862,,,,,,,,
2020-09-03,558.7999877929688,571.2999877929688,552.0999755859375,555.2999877929688,486.9528503417969,263207,,,,,,,,
2020-09-04,548.9000244140625,565.7000122070312,544.7000122070312,555.0,486.6898193359375,237088,,,,,,,,
2020-09-07,558.5999755859375,567.4000244140625,556.9000244140625,561.0,491.9513854980469,142494,,,,,,,,
2020-09-08,562.4000244140625,563.5,547.5999755859375,555.0,486.6898193359375,174956,,,,,,,,
2020-09-09,551.9000244140625,559.2999877929688,550.2999877929688,552.5999755859375,484.58514404296875,145910,,,,,,,,
2020-09-10,553.2999877929688,563.0999755859375,551.2000122070312,559.4000244140625,490.5482177734375,126648,,,,,,,,
2020-09-11,560.4000244140625,576.0,558.4000244140625,570.5999755859375,500.3696594238281,193782,,,,,,,,
2020-09-14,577.0,579.2000122070312,572.7000122070312,577.0,505.9819641113281,142175,,,,,,,,
2020-09-15,578.0,591.4000244140625,577.0,589.2000122070312,516.680419921875,212793,,,,,,,,
2020-09-16,589.9000244140625,602.7999877929688,589.5,600.0,526.1510620117188,310963,,,,,,,,
2020-09-17,589.4000244140625,597.2000122070312,585.0,596.5,523.0818481445312,182778,,,,,,,,
2020-09-18,596.5999755859375,602.4000244140625,587.7000122070312,587.7000122070312,515.3650512695312,565670,,,,,,,,
2020-09-21,584.9000244140625,586.5,568.5,576.7999877929688,505.8066101074219,282697,,,,,,,,
2020-09-22,579.5,586.4000244140625,568.2999877929688,568.2999877929688,498.3526306152344,199990,,,,,,,,
2020-09-23,578.5,583.0999755859375,575.0999755859375,577.7000122070312,506.5959167480469,133623,,,,,,,,
2020-09-24,568.0,575.2999877929688,565.0,569.5999755859375,499.49273681640625,177979,,,,,,,,
2020-09-25,570.7000122070312,575.0,556.5,566.0,496.3359069824219,186372,,,,,,,,
2020-09-28,572.9000244140625,576.0999755859375,568.9000244140625,574.4000244140625,503.7019958496094,198013,,,,,,,,
2020-09-29,571.4000244140625,578.0,569.5,576.5999755859375,505.63116455078125,118637,,,,,,,,
2020-09-30,571.0,576.7999877929688,567.5999755859375,567.5999755859375,497.739013671875,217100,,,,,,,,
2020-10-01,576.2000122070312,584.7999877929688,572.2000122070312,582.5999755859375,510.89263916015625,152900,,,,,,,,
2020-10-02,571.5999755859375,577.7999877929688,569.2999877929688,577.7999877929688,506.6834716796875,150437,,,,,,,,
2020-10-05,582.0,586.5999755859375,580.5,583.2999877929688,511.506591796875,115011,,,,,,,,
2020-10-06,584.0999755859375,585.5,575.4000244140625,581.4000244140625,509.8404541015625,101093,,,,,,,,
2020-10-07,580.9000244140625,586.2000122070312,576.5999755859375,583.0,511.2434997558594,134996,,,,,,,,
2020-10-08,585.7000122070312,588.0,573.2999877929688,576.5,505.54339599609375,146010,,,,,,,,
2020-10-09,577.7000122070312,582.7999877929688,575.5999755859375,581.7999877929688,510.1911926269531,115640,,,,,,,,
2020-10-12,582.7000122070312,590.5,581.0999755859375,589.4000244140625,516.8558349609375,153353,,,,,,,,
2020-10-13,587.7999877929688,593.0,582.5,589.2000122070312,516.680419921875,121826,,,,,,,,
2020-10-14,589.9000244140625,590.9000244140625,577.9000244140625,580.0,508.6126708984375,118846,,,,,,,,
2020-10-15,574.5,574.5,563.7000122070312,566.7000122070312,496.94970703125,174113,,,,,,,,
2020-10-16,585.0,595.5,583.0999755859375,589.4000244140625,516.8558349609375,291897,,,,,,,,
2020-10-19,589.5,594.7999877929688,584.5999755859375,586.0,513.874267578125,104987,,,,,,,,
2020-10-20,588.0,592.9000244140625,583.0999755859375,589.0,516.5050048828125,164029,,,,,,,,
2020-10-21,591.0,591.2000122070312,575.4000244140625,577.9000244140625,506.77117919921875,206366,,,,,,,,
2020-10-22,572.2000122070312,581.0,567.0,574.0999755859375,503.43878173828125,194594,,,,,,,,
2020-10-23,557.5999755859375,564.9000244140625,553.5,556.0,487.5666809082031,313137,,,,,,,,
2020-10-26,548.2000122070312,556.5999755859375,541.5,549.4000244140625,481.7789611816406,202616,,,,,,,,
2020-10-27,546.5,547.9000244140625,535.4000244140625,545.5999755859375,478.4467468261719,241242,,,,,,,,
2020-10-28,532.2000122070312,536.7999877929688,513.7999877929688,521.5999755859375,457.4006042480469,370809,,,,,,,,
2020-10-29,520.5,525.0999755859375,512.0,520.2000122070312,456.1730041503906,182156,,,,,,,,
2020-10-30,511.20001220703125,520.0999755859375,510.3999938964844,518.5,454.6822814941406,234491,,,,,,,,
2020-11-02,520.0,531.5999755859375,512.9000244140625,527.0,462.1360778808594,183012,,,,,,,,
2020-11-03,533.0,543.2999877929688,528.4000244140625,543.2999877929688,476.42974853515625,232229,,,,,,,,
2020-11-04,534.5999755859375,554.0,533.0999755859375,553.2000122070312,485.1113586425781,206647,,,,,,,,
2020-11-05,558.0,570.2000122070312,555.0999755859375,565.0999755859375,495.546630859375,263334,,,,,,,,
2020-11-06,562.4000244140625,570.5,561.0,567.5,497.65130615234375,151733,,,,,,,,
2020-11-09,576.4000244140625,615.2000122070312,572.2000122070312,601.7000122070312,527.6419677734375,469354,,,,,,,,
2020-11-10,595.9000244140625,616.0,592.2000122070312,611.0,535.7971801757812,327410,,,,,,,,
2020-11-11,613.2000122070312,623.4000244140625,611.9000244140625,623.4000244140625,546.6709594726562,225802,,,,,,,,
2020-11-12,616.7000122070312,626.9000244140625,606.4000244140625,608.7000122070312,533.7802734375,239971,,,,,,,,
2020-11-13,606.0,611.5999755859375,600.2000122070312,609.0,534.0433349609375,119541,,,,,,,,
2020-11-16,615.9000244140625,628.2000122070312,610.5,619.0999755859375,542.9002685546875,222343,,,,,,,,
2020-11-17,619.4000244140625,622.7999877929688,611.7000122070312,620.0999755859375,543.7771606445312,121255,,,,,,,,
2020-11-18,620.0,625.7999877929688,616.9000244140625,623.5,546.7586669921875,119388,,,,,,,,
2020-11-19,620.5999755859375,623.7000122070312,611.5,612.0,536.674072265625,188625,,,,,,,,
2020-11-20,610.7999877929688,619.5,610.0,613.7000122070312,538.1649169921875,198730,,,,,,,,
2020-11-23,617.4000244140625,619.5,610.0,610.0,534.9202880859375,128638,,,,,,,,
2020-11-24,614.7999877929688,616.2999877929688,602.7999877929688,604.4000244140625,530.0097045898438,173663,,,,,,,,
2020-11-25,606.0,610.2000122070312,599.2000122070312,604.0,529.65869140625,169414,,,,,,,,
2020-11-26,606.7999877929688,607.2000122070312,601.5999755859375,602.7000122070312,528.518798828125,107408,,,,,,,,
2020-11-27,602.4000244140625,609.7999877929688,602.0,606.2000122070312,531.5879516601562,154358,,,,,,,,
2020-11-30,603.0999755859375,609.2999877929688,601.7000122070312,605.0,530.5357055664062,241631,,,,,,,,
2020-12-01,609.2000122070312,609.7000122070312,603.5,607.9000244140625,533.078857421875,114970,,,,,,,,
2020-12-02,607.9000244140625,607.9000244140625,601.7999877929688,605.0999755859375,530.6233520507812,115415,,,,,,,,
2020-12-03,606.7000122070312,608.2999877929688,603.0,605.0,530.5357055664062,123175,,,,,,,,
2020-12-04,605.0,607.5999755859375,597.7000122070312,601.9000244140625,527.8173217773438,133333,,,,,,,,
2020-12-07,598.0,600.7000122070312,586.5,589.4000244140625,516.8558349609375,178571,,,,,,,,
2020-12-08,582.5999755859375,590.0999755859375,580.5,584.9000244140625,512.9096069335938,151178,,,,,,,,
2020-12-09,585.0,587.2000122070312,571.9000244140625,574.2999877929688,503.6142578125,239532,,,,,,,,
2020-12-10,576.0999755859375,578.7999877929688,571.5,573.2999877929688,502.7373962402344,226501,,,,,,,,
2020-12-11,572.5,576.9000244140625,570.5,573.5,502.9126892089844,235961,,,,,,,,
2020-12-14,574.5999755859375,575.5999755859375,563.5,564.0999755859375,494.669677734375,290526,,,,,,,,
2020-12-15,565.0,573.2000122070312,563.9000244140625,569.7000122070312,499.58050537109375,245735,,,,,,,,
2020-12-16,572.9000244140625,580.0,539.0,556.2999877929688,487.8297119140625,427399,,,,,,,,
2020-12-17,561.0,575.2000122070312,559.7000122070312,572.0999755859375,501.6849670410156,263148,,,,,,,,
2020-12-18,570.2999877929688,571.7999877929688,556.5,558.0,489.3204650878906,469576,,,,,,,,
2020-12-21,549.4000244140625,555.5,540.7999877929688,545.7000122070312,478.5343933105469,172301,,,,,,,,
2020-12-22,548.7000122070312,560.7999877929688,546.4000244140625,556.9000244140625,488.3558654785156,172559,,,,,,,,
2020-12-23,558.2999877929688,560.0,551.2000122070312,554.0999755859375,485.9004821777344,114885,,,,,,,,
2020-12-24,558.0999755859375,559.5999755859375,552.2000122070312,552.7000122070312,484.6728515625,30846,,,,,,,,
2020-12-28,558.7999877929688,571.5999755859375,558.0999755859375,571.4000244140625,501.0712890625,156244,,,,,,,,
2020-12-29,575.5,579.4000244140625,573.2999877929688,577.5,506.4204406738281,135269,,,,,,,,
2020-12-30,579.0,591.5999755859375,578.7999877929688,588.0,515.6281127929688,179344,,,,,,,,
2020-12-31,587.9000244140625,595.2000122070312,585.0,594.4000244140625,521.2404174804688,64795,,,,,,,,
2021-01-04,598.5,598.5,580.0,580.7000122070312,509.2265625,181694,,,,,,,,
2021-01-05,576.9000244140625,582.7999877929688,568.5999755859375,571.5,501.1588439941406,169811,,,,,,,,
2021-01-06,574.9000244140625,576.5,567.7000122070312,575.2000122070312,504.4035339355469,164883,,,,,,,,
2021-01-07,579.5999755859375,579.5999755859375,570.5,577.4000244140625,506.332763671875,127837,,,,,,,,
