date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EVOTF')","('high', 'EVOTF')","('low', 'EVOTF')","('close', 'EVOTF')","('adj_close', 'EVOTF')","('volume', 'EVOTF')","('currency', '')"
2020-06-25,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-06-26,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-06-29,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-06-30,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-01,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-02,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-06,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-07,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-08,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-09,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-10,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-13,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-14,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-15,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-16,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,27.47930908203125,0,,,,,,,,
2020-07-17,27.765810012817383,27.765810012817383,27.765810012817383,27.765810012817383,27.765810012817383,80250,,,,,,,,
2020-07-20,27.93878936767578,27.93878936767578,27.93878936767578,27.93878936767578,27.93878936767578,2844,,,,,,,,
2020-07-21,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,400,,,,,,,,
2020-07-22,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-23,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-24,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-27,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-28,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-29,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-30,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-07-31,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-03,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-04,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-05,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-06,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-07,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-10,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,28.420000076293945,0,,,,,,,,
2020-08-11,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,774,,,,,,,,
2020-08-12,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,0,,,,,,,,
2020-08-13,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,0,,,,,,,,
2020-08-14,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,0,,,,,,,,
2020-08-17,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,28.365280151367188,0,,,,,,,,
2020-08-18,26.600000381469727,26.600000381469727,26.264129638671875,26.264129638671875,26.264129638671875,607,,,,,,,,
2020-08-19,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-20,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-21,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-24,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-25,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-26,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-27,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-28,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-08-31,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-01,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-02,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-03,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-04,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-08,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-09,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-10,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,26.264129638671875,0,,,,,,,,
2020-09-11,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,567,,,,,,,,
2020-09-14,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,0,,,,,,,,
2020-09-15,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,0,,,,,,,,
2020-09-16,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,0,,,,,,,,
2020-09-17,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,26.58180046081543,0,,,,,,,,
2020-09-18,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,552,,,,,,,,
2020-09-21,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-22,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-23,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-24,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-25,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-28,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-29,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-09-30,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-10-01,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-10-02,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-10-05,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-10-06,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-10-07,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,27.017009735107422,0,,,,,,,,
2020-10-08,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,100,,,,,,,,
2020-10-09,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0,,,,,,,,
2020-10-12,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0,,,,,,,,
2020-10-13,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0,,,,,,,,
2020-10-14,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0,,,,,,,,
2020-10-15,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0,,,,,,,,
2020-10-16,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,26.350000381469727,0,,,,,,,,
2020-10-19,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,4500,,,,,,,,
2020-10-20,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-21,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-22,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-23,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-26,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-27,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-28,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-29,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-10-30,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-11-02,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-11-03,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-11-04,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-11-05,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,27.899999618530273,0,,,,,,,,
2020-11-06,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,857,,,,,,,,
2020-11-09,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-10,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-11,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-12,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-13,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-16,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-17,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,29.19029998779297,0,,,,,,,,
2020-11-18,29.549489974975586,29.549489974975586,29.549489974975586,29.549489974975586,29.549489974975586,28915,,,,,,,,
2020-11-19,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,6900,,,,,,,,
2020-11-20,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-11-23,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-11-24,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-11-25,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-11-27,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-11-30,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-12-01,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,29.227399826049805,0,,,,,,,,
2020-12-02,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,100,,,,,,,,
2020-12-03,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-04,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-07,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-08,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-09,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-10,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-11,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-14,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,31.40999984741211,0,,,,,,,,
2020-12-15,31.8799991607666,31.8799991607666,31.8799991607666,31.8799991607666,31.8799991607666,1173,,,,,,,,
2020-12-16,31.8799991607666,31.8799991607666,31.8799991607666,31.8799991607666,31.8799991607666,0,,,,,,,,
2020-12-17,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,250,,,,,,,,
2020-12-18,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-21,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-22,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-23,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-24,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-28,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-29,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-30,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2020-12-31,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2021-01-04,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2021-01-05,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0,,,,,,,,
2021-01-06,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,24241,,,,,,,,
2021-01-07,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,0,,,,,,,,
2021-01-08,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,0,,,,,,,,
2021-01-11,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,0,,,,,,,,
2021-01-12,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,0,,,,,,,,
2021-01-13,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,36.19282913208008,0,,,,,,,,
2021-01-14,35.25,35.25,35.25,35.25,35.25,383,,,,,,,,
2021-01-15,35.25,35.25,35.25,35.25,35.25,0,,,,,,,,
2021-01-19,35.0,35.0,35.0,35.0,35.0,100,,,,,,,,
2021-01-20,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,847,,,,,,,,
2021-01-21,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,0,,,,,,,,
2021-01-22,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,0,,,,,,,,
2021-01-25,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,0,,,,,,,,
2021-01-26,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,35.204689025878906,0,,,,,,,,
2021-01-27,43.45000076293945,43.5,43.45000076293945,43.5,43.5,228,,,,,,,,
2021-01-28,44.0,44.0,43.30297088623047,43.30297088623047,43.30297088623047,28046,,,,,,,,
2021-01-29,43.30297088623047,43.30297088623047,43.30297088623047,43.30297088623047,43.30297088623047,0,,,,,,,,
