date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LBRT')","('high', 'LBRT')","('low', 'LBRT')","('close', 'LBRT')","('adj_close', 'LBRT')","('volume', 'LBRT')","('currency', '')"
2020-01-02,11.199999809265137,11.199999809265137,10.630000114440918,10.739999771118164,10.080225944519043,792400,,,,,,,,
2020-01-03,11.0,11.180000305175781,10.779999732971191,11.0600004196167,10.380568504333496,554900,,,,,,,,
2020-01-06,11.399999618530273,11.399999618530273,11.0,11.369999885559082,10.671525001525879,1172300,,,,,,,,
2020-01-07,11.369999885559082,11.390000343322754,11.020000457763672,11.170000076293945,10.483813285827637,681500,,,,,,,,
2020-01-08,11.149999618530273,11.399999618530273,10.819999694824219,11.0,10.32425308227539,772800,,,,,,,,
2020-01-09,11.069999694824219,11.100000381469727,10.600000381469727,10.649999618530273,9.995755195617676,733900,,,,,,,,
2020-01-10,10.609999656677246,10.760000228881836,10.430000305175781,10.720000267028809,10.061455726623535,575700,,,,,,,,
2020-01-13,10.609999656677246,10.614999771118164,10.260000228881836,10.279999732971191,9.648483276367188,645900,,,,,,,,
2020-01-14,10.25,10.470000267028809,10.239999771118164,10.380000114440918,9.74234390258789,567800,,,,,,,,
2020-01-15,10.3100004196167,10.600000381469727,10.229999542236328,10.479999542236328,9.836196899414062,527300,,,,,,,,
2020-01-16,10.600000381469727,11.010000228881836,10.600000381469727,10.75,10.089612007141113,504200,,,,,,,,
2020-01-17,10.920000076293945,11.0,10.59000015258789,10.609999656677246,9.958212852478027,517000,,,,,,,,
2020-01-21,10.510000228881836,10.529999732971191,9.739999771118164,9.770000457763672,9.169816017150879,640400,,,,,,,,
2020-01-22,9.789999961853027,9.789999961853027,9.420000076293945,9.619999885559082,9.029029846191406,583600,,,,,,,,
2020-01-23,9.619999885559082,9.630000114440918,9.239999771118164,9.319999694824219,8.747459411621094,744600,,,,,,,,
2020-01-24,9.3100004196167,9.3100004196167,8.729999542236328,8.789999961853027,8.250018119812012,654800,,,,,,,,
2020-01-27,8.520000457763672,8.630000114440918,8.319999694824219,8.350000381469727,7.837048053741455,655600,,,,,,,,
2020-01-28,8.399999618530273,8.630000114440918,8.135000228881836,8.5600004196167,8.034150123596191,976700,,,,,,,,
2020-01-29,8.800000190734863,9.020000457763672,8.449999809265137,8.479999542236328,7.959061145782471,578000,,,,,,,,
2020-01-30,8.300000190734863,8.819999694824219,8.270000457763672,8.789999961853027,8.250018119812012,684300,,,,,,,,
2020-01-31,8.699999809265137,8.699999809265137,8.305000305175781,8.479999542236328,7.959061145782471,612600,,,,,,,,
2020-02-03,8.479999542236328,8.479999542236328,7.980000019073486,8.0,7.508549213409424,726800,,,,,,,,
