date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FMCCO')","('high', 'FMCCO')","('low', 'FMCCO')","('close', 'FMCCO')","('adj_close', 'FMCCO')","('volume', 'FMCCO')","('currency', '')"
2020-01-02,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,0,,,,,,,,
2020-01-03,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,0,,,,,,,,
2020-01-06,19.299999237060547,19.299999237060547,19.100000381469727,19.229999542236328,19.229999542236328,3000,,,,,,,,
2020-01-07,19.299999237060547,19.5,19.299999237060547,19.299999237060547,19.299999237060547,8000,,,,,,,,
2020-01-08,19.700000762939453,19.729999542236328,19.700000762939453,19.729999542236328,19.729999542236328,400000,,,,,,,,
2020-01-09,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0,,,,,,,,
2020-01-10,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0,,,,,,,,
2020-01-13,19.399999618530273,19.399999618530273,18.899999618530273,18.899999618530273,18.899999618530273,300,,,,,,,,
2020-01-14,18.899999618530273,18.899999618530273,18.899999618530273,18.899999618530273,18.899999618530273,0,,,,,,,,
2020-01-15,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,1300,,,,,,,,
2020-01-16,19.5,19.5,18.799999237060547,18.799999237060547,18.799999237060547,300,,,,,,,,
2020-01-17,18.799999237060547,18.809999465942383,18.799999237060547,18.809999465942383,18.809999465942383,1500,,,,,,,,
2020-01-21,18.809999465942383,18.809999465942383,18.809999465942383,18.809999465942383,18.809999465942383,0,,,,,,,,
2020-01-22,19.0,19.579999923706055,19.0,19.549999237060547,19.549999237060547,3900,,,,,,,,
2020-01-23,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,400,,,,,,,,
2020-01-24,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,,,,,,,,
2020-01-27,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,,,,,,,,
2020-01-28,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,,,,,,,,
2020-01-29,19.020000457763672,19.020000457763672,18.5,18.5,18.5,1900,,,,,,,,
2020-01-30,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-01-31,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-03,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-04,18.670000076293945,18.700000762939453,18.670000076293945,18.700000762939453,18.700000762939453,660300,,,,,,,,
2020-02-05,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0,,,,,,,,
2020-02-06,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0,,,,,,,,
