date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RTAC')","('high', 'RTAC')","('low', 'RTAC')","('close', 'RTAC')","('adj_close', 'RTAC')","('volume', 'RTAC')","('currency', '')"
2025-06-09,12.0,12.0,11.199999809265137,11.359999656677246,11.359999656677246,535200,,,,,,,,
2025-06-10,11.399999618530273,11.430000305175781,11.260000228881836,11.300000190734863,11.300000190734863,257900,,,,,,,,
2025-06-11,11.3100004196167,11.470000267028809,11.21500015258789,11.324999809265137,11.324999809265137,609200,,,,,,,,
2025-06-12,11.279999732971191,11.5,11.279999732971191,11.390000343322754,11.390000343322754,467300,,,,,,,,
2025-06-13,11.119999885559082,11.25,10.90999984741211,11.199999809265137,11.199999809265137,536100,,,,,,,,
2025-06-16,11.220000267028809,11.489999771118164,11.220000267028809,11.260000228881836,11.260000228881836,540300,,,,,,,,
2025-06-17,11.25,11.380000114440918,11.220000267028809,11.260000228881836,11.260000228881836,294400,,,,,,,,
2025-06-18,11.319999694824219,11.619999885559082,11.319999694824219,11.5,11.5,360200,,,,,,,,
2025-06-20,11.670000076293945,11.84000015258789,11.590999603271484,11.619999885559082,11.619999885559082,840700,,,,,,,,
2025-06-23,11.90999984741211,12.460000038146973,11.859999656677246,12.079999923706055,12.079999923706055,2616300,,,,,,,,
2025-06-24,12.350000381469727,12.399999618530273,11.899999618530273,11.989999771118164,11.989999771118164,667300,,,,,,,,
2025-06-25,12.0,12.149999618530273,11.119999885559082,11.1899995803833,11.1899995803833,1776800,,,,,,,,
2025-06-26,11.510000228881836,11.789999961853027,11.380000114440918,11.380000114440918,11.380000114440918,1428400,,,,,,,,
2025-06-27,11.529999732971191,11.829999923706055,11.40999984741211,11.600000381469727,11.600000381469727,822000,,,,,,,,
2025-06-30,11.789999961853027,11.859999656677246,11.649999618530273,11.800000190734863,11.800000190734863,810200,,,,,,,,
2025-07-01,11.850000381469727,11.854999542236328,11.710000038146973,11.75,11.75,325200,,,,,,,,
2025-07-02,11.789999961853027,11.800000190734863,11.600000381469727,11.670000076293945,11.670000076293945,342300,,,,,,,,
2025-07-03,11.619999885559082,11.829999923706055,11.600000381469727,11.75,11.75,537700,,,,,,,,
2025-07-07,11.899999618530273,11.90999984741211,11.699999809265137,11.760000228881836,11.760000228881836,334300,,,,,,,,
2025-07-08,11.75,11.859999656677246,11.350000381469727,11.449999809265137,11.449999809265137,995600,,,,,,,,
2025-07-09,11.5,11.729999542236328,11.399999618530273,11.520000457763672,11.520000457763672,354300,,,,,,,,
