date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SAVE.PA')","('high', 'SAVE.PA')","('low', 'SAVE.PA')","('close', 'SAVE.PA')","('adj_close', 'SAVE.PA')","('volume', 'SAVE.PA')","('currency', '')"
2020-01-02,61.20000076293945,61.599998474121094,61.0,61.400001525878906,54.6408576965332,1574,,,,,,,,
2020-01-03,61.79999923706055,61.79999923706055,61.0,61.79999923706055,54.996822357177734,1323,,,,,,,,
2020-01-06,61.79999923706055,62.400001525878906,61.79999923706055,61.79999923706055,54.996822357177734,1805,,,,,,,,
2020-01-07,61.79999923706055,64.19999694824219,61.599998474121094,64.0,56.95463943481445,1954,,,,,,,,
2020-01-08,63.79999923706055,64.19999694824219,63.599998474121094,64.19999694824219,57.13262176513672,1101,,,,,,,,
2020-01-09,64.0,64.19999694824219,63.79999923706055,64.0,56.95463943481445,1905,,,,,,,,
2020-01-10,64.19999694824219,64.80000305175781,64.19999694824219,64.19999694824219,57.13262176513672,2093,,,,,,,,
2020-01-13,64.19999694824219,64.80000305175781,64.19999694824219,64.4000015258789,57.310604095458984,600,,,,,,,,
2020-01-14,64.4000015258789,64.4000015258789,64.19999694824219,64.19999694824219,57.13262176513672,272,,,,,,,,
2020-01-15,64.19999694824219,64.4000015258789,64.19999694824219,64.19999694824219,57.13262176513672,843,,,,,,,,
2020-01-16,64.19999694824219,64.80000305175781,64.19999694824219,64.4000015258789,57.310604095458984,817,,,,,,,,
2020-01-17,64.19999694824219,64.4000015258789,63.79999923706055,63.79999923706055,56.77665328979492,885,,,,,,,,
2020-01-20,63.79999923706055,64.0,63.79999923706055,63.79999923706055,56.77665328979492,215,,,,,,,,
2020-01-21,63.400001525878906,64.80000305175781,63.400001525878906,64.4000015258789,57.310604095458984,945,,,,,,,,
2020-01-22,64.4000015258789,64.4000015258789,64.19999694824219,64.19999694824219,57.13262176513672,831,,,,,,,,
2020-01-23,64.19999694824219,64.19999694824219,63.0,63.0,56.06472396850586,1319,,,,,,,,
2020-01-24,63.0,63.400001525878906,63.0,63.400001525878906,56.420684814453125,547,,,,,,,,
2020-01-27,63.20000076293945,63.400001525878906,62.400001525878906,62.400001525878906,55.5307731628418,908,,,,,,,,
2020-01-28,62.599998474121094,62.79999923706055,62.20000076293945,62.400001525878906,55.5307731628418,2222,,,,,,,,
2020-01-29,63.400001525878906,63.400001525878906,62.20000076293945,62.20000076293945,55.352787017822266,2792,,,,,,,,
2020-01-30,62.400001525878906,62.400001525878906,61.79999923706055,62.0,55.17481231689453,1738,,,,,,,,
2020-01-31,62.0,62.20000076293945,61.79999923706055,62.0,55.17481231689453,424,,,,,,,,
2020-02-03,62.20000076293945,62.20000076293945,61.79999923706055,61.79999923706055,54.996822357177734,264,,,,,,,,
2020-02-04,61.79999923706055,62.400001525878906,61.599998474121094,62.20000076293945,55.352787017822266,2888,,,,,,,,
2020-02-05,62.20000076293945,62.20000076293945,61.599998474121094,61.79999923706055,54.996822357177734,3746,,,,,,,,
2020-02-06,62.0,62.20000076293945,61.599998474121094,61.79999923706055,54.996822357177734,1328,,,,,,,,
2020-02-07,62.400001525878906,63.0,61.79999923706055,62.599998474121094,55.70875549316406,4001,,,,,,,,
2020-02-10,62.599998474121094,62.599998474121094,62.0,62.20000076293945,55.352787017822266,459,,,,,,,,
2020-02-11,62.599998474121094,62.599998474121094,61.599998474121094,61.599998474121094,54.81883239746094,4389,,,,,,,,
2020-02-12,61.79999923706055,62.20000076293945,61.20000076293945,62.20000076293945,55.352787017822266,1485,,,,,,,,
2020-02-13,62.400001525878906,63.0,62.0,63.0,56.06472396850586,1344,,,,,,,,
2020-02-14,63.20000076293945,63.20000076293945,62.79999923706055,63.0,56.06472396850586,388,,,,,,,,
2020-02-17,63.0,63.0,61.79999923706055,62.400001525878906,55.5307731628418,603,,,,,,,,
2020-02-18,62.400001525878906,62.599998474121094,62.0,62.0,55.17481231689453,408,,,,,,,,
2020-02-19,62.20000076293945,62.599998474121094,62.20000076293945,62.599998474121094,55.70875549316406,97,,,,,,,,
2020-02-20,62.599998474121094,63.0,62.20000076293945,63.0,56.06472396850586,1446,,,,,,,,
2020-02-21,63.20000076293945,63.599998474121094,61.599998474121094,61.79999923706055,54.996822357177734,2848,,,,,,,,
2020-02-24,62.0,62.20000076293945,59.400001525878906,59.400001525878906,52.86102294921875,4228,,,,,,,,
2020-02-25,60.0,60.0,58.0,59.400001525878906,52.86102294921875,1596,,,,,,,,
2020-02-26,59.400001525878906,59.599998474121094,58.0,59.0,52.50505447387695,1480,,,,,,,,
2020-02-27,59.0,59.0,58.0,58.20000076293945,51.79312515258789,747,,,,,,,,
2020-02-28,57.79999923706055,58.0,56.400001525878906,57.599998474121094,51.2591667175293,4197,,,,,,,,
2020-03-02,57.0,57.79999923706055,57.0,57.400001525878906,51.08119201660156,1905,,,,,,,,
2020-03-03,57.599998474121094,58.599998474121094,57.599998474121094,58.599998474121094,52.14908981323242,1532,,,,,,,,
2020-03-04,58.79999923706055,58.79999923706055,58.0,58.400001525878906,51.97111129760742,880,,,,,,,,
2020-03-05,58.400001525878906,58.400001525878906,57.79999923706055,58.400001525878906,51.97111129760742,2480,,,,,,,,
2020-03-06,57.79999923706055,57.79999923706055,55.599998474121094,55.79999923706055,49.65732192993164,3600,,,,,,,,
2020-03-09,54.79999923706055,54.79999923706055,52.0,52.0,46.27564239501953,2679,,,,,,,,
2020-03-10,52.79999923706055,53.0,49.0,50.0,44.495811462402344,8486,,,,,,,,
2020-03-11,50.0,52.0,48.79999923706055,49.0,43.605899810791016,7727,,,,,,,,
2020-03-12,48.0,50.0,45.099998474121094,50.0,44.495811462402344,7202,,,,,,,,
2020-03-13,53.0,53.79999923706055,51.400001525878906,52.400001525878906,46.63161087036133,3345,,,,,,,,
2020-03-16,53.0,53.0,49.20000076293945,49.5,44.05084991455078,17964,,,,,,,,
2020-03-17,49.5,51.20000076293945,48.79999923706055,49.0,43.605899810791016,7356,,,,,,,,
2020-03-18,50.0,52.400001525878906,49.0,50.599998474121094,45.029762268066406,4051,,,,,,,,
2020-03-19,50.20000076293945,52.20000076293945,47.5,48.099998474121094,42.80496597290039,5829,,,,,,,,
2020-03-20,48.599998474121094,49.29999923706055,47.79999923706055,48.79999923706055,43.42790985107422,4801,,,,,,,,
2020-03-23,48.79999923706055,49.20000076293945,48.5,48.79999923706055,43.42790985107422,68293,,,,,,,,
2020-03-24,49.0,49.20000076293945,47.900001525878906,47.900001525878906,42.626983642578125,3141,,,,,,,,
2020-03-25,48.5,51.0,48.5,49.29999923706055,43.872867584228516,1754,,,,,,,,
2020-03-26,49.099998474121094,50.79999923706055,49.099998474121094,49.70000076293945,44.22883987426758,2352,,,,,,,,
2020-03-27,51.0,51.0,49.099998474121094,49.5,44.05084991455078,2215,,,,,,,,
2020-03-30,49.400001525878906,50.0,48.70000076293945,48.900001525878906,43.516902923583984,1902,,,,,,,,
2020-03-31,49.0,49.400001525878906,48.29999923706055,48.29999923706055,42.98295211791992,2264,,,,,,,,
2020-04-01,48.29999923706055,48.79999923706055,48.0,48.20000076293945,42.893959045410156,1777,,,,,,,,
2020-04-02,48.29999923706055,48.5,48.0,48.20000076293945,42.893959045410156,1740,,,,,,,,
2020-04-03,48.099998474121094,48.5,47.79999923706055,48.0,42.71597671508789,1938,,,,,,,,
2020-04-06,49.0,50.0,48.5,49.599998474121094,44.13983917236328,3972,,,,,,,,
2020-04-07,49.29999923706055,51.20000076293945,49.29999923706055,49.5,44.05084991455078,5828,,,,,,,,
