date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TEX')","('high', 'TEX')","('low', 'TEX')","('close', 'TEX')","('adj_close', 'TEX')","('volume', 'TEX')","('currency', '')"
2020-01-02,30.059999465942383,30.170000076293945,29.559999465942383,30.170000076293945,28.175016403198242,386700,,,,,,,,
2020-01-03,29.579999923706055,29.709999084472656,29.079999923706055,29.3700008392334,27.427913665771484,555200,,,,,,,,
2020-01-06,29.110000610351562,29.190000534057617,28.920000076293945,29.170000076293945,27.241140365600586,370900,,,,,,,,
2020-01-07,28.959999084472656,29.139999389648438,28.639999389648438,28.850000381469727,26.942304611206055,394800,,,,,,,,
2020-01-08,28.649999618530273,29.049999237060547,28.479999542236328,28.81999969482422,26.914287567138672,390800,,,,,,,,
2020-01-09,29.030000686645508,29.030000686645508,28.6200008392334,28.809999465942383,26.904939651489258,481900,,,,,,,,
2020-01-10,28.850000381469727,28.889999389648438,28.0,28.06999969482422,26.21387481689453,345100,,,,,,,,
2020-01-13,28.079999923706055,28.360000610351562,27.68000030517578,28.34000015258789,26.466028213500977,346200,,,,,,,,
2020-01-14,27.559999465942383,28.329999923706055,27.559999465942383,27.93000030517578,26.083141326904297,414900,,,,,,,,
2020-01-15,27.799999237060547,28.1299991607666,27.59000015258789,28.059999465942383,26.204540252685547,385100,,,,,,,,
2020-01-16,28.280000686645508,28.649999618530273,28.079999923706055,28.280000686645508,26.409996032714844,318800,,,,,,,,
2020-01-17,28.459999084472656,28.579999923706055,27.81999969482422,28.010000228881836,26.15784454345703,329000,,,,,,,,
2020-01-21,27.790000915527344,27.889999389648438,26.920000076293945,27.040000915527344,25.25197982788086,421600,,,,,,,,
2020-01-22,27.270000457763672,27.270000457763672,26.479999542236328,26.760000228881836,24.990497589111328,500500,,,,,,,,
2020-01-23,26.559999465942383,27.149999618530273,25.940000534057617,26.799999237060547,25.027856826782227,721500,,,,,,,,
2020-01-24,26.770000457763672,26.860000610351562,26.18000030517578,26.3799991607666,24.635629653930664,896900,,,,,,,,
2020-01-27,25.520000457763672,25.93000030517578,25.3700008392334,25.5,23.813817977905273,429400,,,,,,,,
2020-01-28,25.809999465942383,26.020000457763672,25.350000381469727,25.700000762939453,24.000591278076172,498800,,,,,,,,
2020-01-29,25.84000015258789,26.3700008392334,25.600000381469727,25.6200008392334,23.925884246826172,521100,,,,,,,,
2020-01-30,25.34000015258789,26.010000228881836,25.31999969482422,25.899999618530273,24.18736457824707,495400,,,,,,,,
2020-01-31,25.610000610351562,25.65999984741211,25.049999237060547,25.350000381469727,23.673734664916992,578100,,,,,,,,
2020-02-03,25.549999237060547,25.93000030517578,25.40999984741211,25.469999313354492,23.785802841186523,622000,,,,,,,,
2020-02-04,26.149999618530273,26.299999237060547,25.850000381469727,25.90999984741211,24.196706771850586,962500,,,,,,,,
2020-02-05,26.549999237060547,27.18000030517578,26.549999237060547,27.1200008392334,25.326696395874023,665200,,,,,,,,
2020-02-06,27.299999237060547,27.3700008392334,26.6200008392334,26.799999237060547,25.027856826782227,302100,,,,,,,,
2020-02-07,26.270000457763672,26.40999984741211,25.510000228881836,25.559999465942383,23.869850158691406,425900,,,,,,,,
2020-02-10,25.469999313354492,25.729999542236328,25.290000915527344,25.65999984741211,23.963237762451172,563400,,,,,,,,
2020-02-11,25.920000076293945,26.389999389648438,25.90999984741211,26.25,24.514225006103516,599800,,,,,,,,
2020-02-12,26.68000030517578,27.079999923706055,26.670000076293945,26.729999542236328,24.962486267089844,830100,,,,,,,,
2020-02-13,26.559999465942383,26.940000534057617,26.329999923706055,26.84000015258789,25.06521224975586,702700,,,,,,,,
2020-02-14,27.899999618530273,27.899999618530273,25.200000762939453,25.700000762939453,24.000591278076172,1052400,,,,,,,,
2020-02-18,25.479999542236328,25.700000762939453,24.450000762939453,24.6200008392334,22.99201011657715,957400,,,,,,,,
2020-02-19,24.479999542236328,24.84000015258789,24.100000381469727,24.229999542236328,22.627796173095703,972100,,,,,,,,
2020-02-20,24.049999237060547,25.040000915527344,24.0,24.75,23.11341094970703,766600,,,,,,,,
2020-02-21,24.709999084472656,25.219999313354492,24.459999084472656,25.18000030517578,23.51498031616211,813000,,,,,,,,
2020-02-24,24.059999465942383,24.1299991607666,23.719999313354492,23.81999969482422,22.244905471801758,917200,,,,,,,,
2020-02-25,24.049999237060547,24.25,22.75,22.989999771118164,21.469789505004883,1454700,,,,,,,,
2020-02-26,23.3700008392334,23.3700008392334,22.420000076293945,22.610000610351562,21.11491584777832,729500,,,,,,,,
2020-02-27,22.1299991607666,23.219999313354492,21.719999313354492,22.139999389648438,20.675994873046875,1376900,,,,,,,,
2020-02-28,21.290000915527344,22.209999084472656,21.280000686645508,22.010000228881836,20.554590225219727,1645800,,,,,,,,
2020-03-02,22.139999389648438,22.489999771118164,21.200000762939453,22.479999542236328,20.993515014648438,1223900,,,,,,,,
2020-03-03,22.489999771118164,22.770000457763672,20.989999771118164,21.18000030517578,19.77947425842285,1084300,,,,,,,,
2020-03-04,21.520000457763672,21.520000457763672,20.81999969482422,21.280000686645508,19.87286376953125,933600,,,,,,,,
2020-03-05,20.31999969482422,20.579999923706055,19.549999237060547,19.799999237060547,18.595592498779297,1231200,,,,,,,,
2020-03-06,18.90999984741211,20.040000915527344,18.299999237060547,18.850000381469727,17.70337677001953,2258000,,,,,,,,
2020-03-09,17.43000030517578,17.8700008392334,15.970000267028809,16.010000228881836,15.036130905151367,1609000,,,,,,,,
2020-03-10,16.729999542236328,17.479999542236328,15.710000038146973,17.43000030517578,16.369754791259766,1377300,,,,,,,,
2020-03-11,16.780000686645508,17.25,16.0,16.31999969482422,15.32727336883545,1187200,,,,,,,,
2020-03-12,14.960000038146973,15.770000457763672,14.5,15.15999984741211,14.237835884094238,1323000,,,,,,,,
2020-03-13,16.219999313354492,16.299999237060547,14.539999961853027,16.0,15.026740074157715,1381900,,,,,,,,
2020-03-16,13.920000076293945,15.65999984741211,13.829999923706055,14.34000015258789,13.4677152633667,1604300,,,,,,,,
2020-03-17,14.550000190734863,15.0,13.5600004196167,14.9399995803833,14.031216621398926,1411800,,,,,,,,
2020-03-18,13.770000457763672,15.25,13.0,13.100000381469727,12.303144454956055,1275200,,,,,,,,
2020-03-19,12.890000343322754,15.079999923706055,12.350000381469727,14.59000015258789,13.702508926391602,1191900,,,,,,,,
2020-03-20,14.819999694824219,15.5,14.0,14.229999542236328,13.36440658569336,2258500,,,,,,,,
2020-03-23,14.40999984741211,14.680000305175781,12.239999771118164,12.470000267028809,11.711467742919922,1950400,,,,,,,,
2020-03-24,13.09000015258789,13.390000343322754,12.380000114440918,12.65999984741211,11.889907836914062,1447600,,,,,,,,
2020-03-25,12.920000076293945,14.100000381469727,12.149999618530273,13.34000015258789,12.528544425964355,2376800,,,,,,,,
2020-03-26,13.479999542236328,15.09000015258789,12.84000015258789,14.979999542236328,14.068782806396484,1916600,,,,,,,,
2020-03-27,14.359999656677246,14.470000267028809,13.25,13.319999694824219,12.509761810302734,1240000,,,,,,,,
2020-03-30,13.270000457763672,14.0600004196167,12.109999656677246,13.760000228881836,12.92299747467041,1537900,,,,,,,,
2020-03-31,13.789999961853027,14.579999923706055,13.59000015258789,14.359999656677246,13.486499786376953,1609800,,,,,,,,
2020-04-01,13.65999984741211,14.619999885559082,13.260000228881836,14.550000190734863,13.664939880371094,2435400,,,,,,,,
2020-04-02,14.520000457763672,14.850000381469727,13.449999809265137,13.789999961853027,12.951170921325684,1619200,,,,,,,,
2020-04-03,13.609999656677246,13.8100004196167,12.6899995803833,12.90999984741211,12.124698638916016,1533900,,,,,,,,
2020-04-06,13.609999656677246,14.770000457763672,13.5600004196167,14.479999542236328,13.599199295043945,1005500,,,,,,,,
2020-04-07,15.239999771118164,15.420000076293945,14.220000267028809,14.359999656677246,13.486499786376953,1171000,,,,,,,,
2020-04-08,14.4399995803833,15.199999809265137,14.029999732971191,15.020000457763672,14.106352806091309,1060500,,,,,,,,
2020-04-09,15.600000381469727,16.760000228881836,15.479999542236328,16.34000015258789,15.346056938171387,1098300,,,,,,,,
2020-04-13,16.6200008392334,16.6200008392334,15.479999542236328,15.6899995803833,14.73559856414795,1013400,,,,,,,,
2020-04-14,16.040000915527344,16.309999465942383,15.119999885559082,15.300000190734863,14.3693208694458,785400,,,,,,,,
