date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'INGVF')","('high', 'INGVF')","('low', 'INGVF')","('close', 'INGVF')","('adj_close', 'INGVF')","('volume', 'INGVF')","('currency', '')"
2020-01-02,12.40999984741211,12.40999984741211,12.40999984741211,12.40999984741211,8.679817199707031,100,,,,,,,,
2020-01-03,12.40999984741211,12.40999984741211,12.40999984741211,12.40999984741211,8.679817199707031,0,,,,,,,,
2020-01-06,12.260000228881836,12.260000228881836,12.260000228881836,12.260000228881836,8.574906349182129,200,,,,,,,,
2020-01-07,12.260000228881836,12.260000228881836,12.260000228881836,12.260000228881836,8.574906349182129,0,,,,,,,,
2020-01-08,12.260000228881836,12.260000228881836,12.260000228881836,12.260000228881836,8.574906349182129,0,,,,,,,,
2020-01-09,12.229999542236328,12.229999542236328,12.229999542236328,12.229999542236328,8.553922653198242,1700,,,,,,,,
2020-01-10,12.229999542236328,12.229999542236328,12.229999542236328,12.229999542236328,8.553922653198242,0,,,,,,,,
2020-01-13,11.970000267028809,11.970000267028809,11.970000267028809,11.970000267028809,8.372072219848633,800,,,,,,,,
2020-01-14,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,8.386058807373047,17000,,,,,,,,
2020-01-15,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,8.386058807373047,0,,,,,,,,
2020-01-16,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,8.386058807373047,0,,,,,,,,
2020-01-17,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,8.386058807373047,600,,,,,,,,
2020-01-21,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,8.386058807373047,0,,,,,,,,
2020-01-22,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,8.386058807373047,0,,,,,,,,
2020-01-23,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,7.903459072113037,67600,,,,,,,,
2020-01-24,11.520000457763672,11.520000457763672,11.520000457763672,11.520000457763672,8.057332992553711,2400,,,,,,,,
2020-01-27,11.100000381469727,11.100000381469727,11.079999923706055,11.079999923706055,7.749587535858154,26600,,,,,,,,
2020-01-28,11.079999923706055,11.079999923706055,11.079999923706055,11.079999923706055,7.749587535858154,0,,,,,,,,
2020-01-29,11.079999923706055,11.079999923706055,11.079999923706055,11.079999923706055,7.749587535858154,0,,,,,,,,
2020-01-30,10.90999984741211,10.90999984741211,10.90999984741211,10.90999984741211,7.630686283111572,6000,,,,,,,,
2020-01-31,10.90999984741211,10.90999984741211,10.90999984741211,10.90999984741211,7.630686283111572,0,,,,,,,,
2020-02-03,10.90999984741211,10.90999984741211,10.90999984741211,10.90999984741211,7.630686283111572,0,,,,,,,,
2020-02-04,10.90999984741211,10.90999984741211,10.90999984741211,10.90999984741211,7.630686283111572,0,,,,,,,,
2020-02-05,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,7.903459072113037,900,,,,,,,,
2020-02-06,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,7.903459072113037,0,,,,,,,,
2020-02-07,11.460000038146973,11.529999732971191,11.460000038146973,11.529999732971191,8.064326286315918,2300,,,,,,,,
2020-02-10,11.529999732971191,11.529999732971191,11.529999732971191,11.529999732971191,8.064326286315918,0,,,,,,,,
2020-02-11,11.529999732971191,11.529999732971191,11.529999732971191,11.529999732971191,8.064326286315918,213200,,,,,,,,
