date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NGGTF')","('high', 'NGGTF')","('low', 'NGGTF')","('close', 'NGGTF')","('adj_close', 'NGGTF')","('volume', 'NGGTF')","('currency', '')"
2020-01-02,12.5,12.5,12.5,12.5,9.314726829528809,0,,,,,,,,
2020-01-03,12.239999771118164,12.25,12.239999771118164,12.25,9.12843132019043,1200,,,,,,,,
2020-01-06,12.369999885559082,12.369999885559082,12.369999885559082,12.369999885559082,9.217851638793945,200,,,,,,,,
2020-01-07,12.470000267028809,12.470000267028809,12.470000267028809,12.470000267028809,9.29237174987793,700,,,,,,,,
2020-01-08,12.1899995803833,12.1899995803833,12.1899995803833,12.1899995803833,9.083721160888672,3100,,,,,,,,
2020-01-09,12.199999809265137,12.3100004196167,12.199999809265137,12.3100004196167,9.173142433166504,20600,,,,,,,,
2020-01-10,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,9.053911209106445,200,,,,,,,,
2020-01-13,12.300000190734863,12.300000190734863,12.300000190734863,12.300000190734863,9.165690422058105,800,,,,,,,,
2020-01-14,12.210000038146973,12.289999961853027,12.130000114440918,12.170000076293945,9.068818092346191,4900,,,,,,,,
2020-01-15,12.170000076293945,12.170000076293945,12.170000076293945,12.170000076293945,9.068818092346191,0,,,,,,,,
2020-01-16,12.609999656677246,12.609999656677246,12.4399995803833,12.4399995803833,9.270014762878418,800,,,,,,,,
2020-01-17,12.600000381469727,12.600000381469727,12.600000381469727,12.600000381469727,9.38924503326416,100,,,,,,,,
2020-01-21,12.779999732971191,12.779999732971191,12.779999732971191,12.779999732971191,9.523374557495117,2000,,,,,,,,
2020-01-22,12.779999732971191,12.779999732971191,12.779999732971191,12.779999732971191,9.523374557495117,0,,,,,,,,
2020-01-23,12.90999984741211,12.90999984741211,12.90999984741211,12.90999984741211,9.620248794555664,1400,,,,,,,,
2020-01-24,12.90999984741211,12.90999984741211,12.90999984741211,12.90999984741211,9.620248794555664,0,,,,,,,,
2020-01-27,12.90999984741211,12.90999984741211,12.90999984741211,12.90999984741211,9.620248794555664,0,,,,,,,,
2020-01-28,13.0600004196167,13.0600004196167,13.0600004196167,13.0600004196167,9.732027053833008,200,,,,,,,,
2020-01-29,13.0600004196167,13.0600004196167,13.0600004196167,13.0600004196167,9.732027053833008,0,,,,,,,,
2020-01-30,13.220000267028809,13.220000267028809,13.220000267028809,13.220000267028809,9.851252555847168,200,,,,,,,,
2020-01-31,13.350000381469727,13.350000381469727,13.069999694824219,13.069999694824219,9.73947811126709,1400,,,,,,,,
2020-02-03,13.069999694824219,13.069999694824219,13.069999694824219,13.069999694824219,9.73947811126709,0,,,,,,,,
2020-02-04,13.029999732971191,13.079999923706055,13.029999732971191,13.079999923706055,9.746929168701172,1200,,,,,,,,
2020-02-05,13.079999923706055,13.079999923706055,13.079999923706055,13.079999923706055,9.746929168701172,0,,,,,,,,
2020-02-06,13.079999923706055,13.079999923706055,13.079999923706055,13.079999923706055,9.746929168701172,0,,,,,,,,
2020-02-07,13.1899995803833,13.1899995803833,13.170000076293945,13.170000076293945,9.813996315002441,300,,,,,,,,
2020-02-10,13.170000076293945,13.170000076293945,13.170000076293945,13.170000076293945,9.813996315002441,0,,,,,,,,
2020-02-11,13.420000076293945,13.420000076293945,13.420000076293945,13.420000076293945,10.000290870666504,2900,,,,,,,,
2020-02-12,13.380000114440918,13.380000114440918,13.260000228881836,13.260000228881836,9.881061553955078,3200,,,,,,,,
2020-02-13,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,9.881061553955078,0,,,,,,,,
2020-02-14,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,9.881061553955078,0,,,,,,,,
2020-02-18,13.569999694824219,13.569999694824219,13.569999694824219,13.569999694824219,10.112066268920898,200,,,,,,,,
2020-02-19,13.569999694824219,13.569999694824219,13.569999694824219,13.569999694824219,10.112066268920898,0,,,,,,,,
2020-02-20,13.569999694824219,13.569999694824219,13.569999694824219,13.569999694824219,10.112066268920898,0,,,,,,,,
2020-02-21,13.670000076293945,13.670000076293945,13.670000076293945,13.670000076293945,10.18658447265625,400,,,,,,,,
2020-02-24,13.380000114440918,13.600000381469727,13.380000114440918,13.600000381469727,10.134422302246094,1200,,,,,,,,
2020-02-25,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,10.134422302246094,0,,,,,,,,
2020-02-26,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,10.134422302246094,0,,,,,,,,
2020-02-27,13.470000267028809,13.470000267028809,13.470000267028809,13.470000267028809,10.037548065185547,1300,,,,,,,,
2020-02-28,12.619999885559082,12.619999885559082,12.489999771118164,12.489999771118164,9.30727481842041,600,,,,,,,,
2020-03-02,12.489999771118164,12.489999771118164,12.489999771118164,12.489999771118164,9.30727481842041,0,,,,,,,,
2020-03-03,12.489999771118164,12.489999771118164,12.489999771118164,12.489999771118164,9.30727481842041,0,,,,,,,,
2020-03-04,13.550000190734863,13.550000190734863,13.40999984741211,13.40999984741211,9.992836952209473,1100,,,,,,,,
2020-03-05,13.329999923706055,13.710000038146973,13.329999923706055,13.380000114440918,9.970483779907227,4100,,,,,,,,
