date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RYAN')","('high', 'RYAN')","('low', 'RYAN')","('close', 'RYAN')","('adj_close', 'RYAN')","('volume', 'RYAN')","('currency', '')"
2021-07-22,25.600000381469727,28.43000030517578,25.56999969482422,27.5,26.978275299072266,15892000,,,,,,,,
2021-07-23,27.0,28.59000015258789,27.0,28.59000015258789,28.047595977783203,2570200,,,,,,,,
2021-07-26,28.790000915527344,29.170000076293945,28.184999465942383,29.15999984741211,28.60677719116211,2401500,,,,,,,,
2021-07-27,29.450000762939453,29.889999389648438,28.510000228881836,29.790000915527344,29.224830627441406,2252200,,,,,,,,
2021-07-28,29.799999237060547,30.0,29.06999969482422,29.649999618530273,29.08748435974121,5796500,,,,,,,,
2021-07-29,29.75,29.81999969482422,28.920000076293945,29.389999389648438,28.832416534423828,779400,,,,,,,,
2021-07-30,29.200000762939453,29.709999084472656,29.059999465942383,29.5,28.940330505371094,518400,,,,,,,,
2021-08-02,29.700000762939453,30.239999771118164,29.474000930786133,29.989999771118164,29.42103385925293,705300,,,,,,,,
2021-08-03,30.09000015258789,30.291000366210938,29.579999923706055,29.600000381469727,29.038433074951172,1108100,,,,,,,,
2021-08-04,29.690000534057617,29.719999313354492,28.799999237060547,28.90999984741211,28.361526489257812,348500,,,,,,,,
2021-08-05,29.239999771118164,30.549999237060547,28.020000457763672,29.90999984741211,29.342552185058594,1400200,,,,,,,,
2021-08-06,29.90999984741211,30.030000686645508,29.56999969482422,29.739999771118164,29.175777435302734,530400,,,,,,,,
2021-08-09,29.5,30.549999237060547,29.260000228881836,30.1299991607666,29.558378219604492,379700,,,,,,,,
2021-08-10,30.110000610351562,30.290000915527344,29.989999771118164,30.020000457763672,29.45046615600586,196800,,,,,,,,
2021-08-11,30.239999771118164,30.239999771118164,29.739999771118164,29.8799991607666,29.313119888305664,343300,,,,,,,,
2021-08-12,29.81999969482422,30.06999969482422,29.770000457763672,29.93000030517578,29.362173080444336,198800,,,,,,,,
