date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SEPN')","('high', 'SEPN')","('low', 'SEPN')","('close', 'SEPN')","('adj_close', 'SEPN')","('volume', 'SEPN')","('currency', '')"
2024-10-25,23.5,25.624000549316406,20.899999618530273,21.399999618530273,21.399999618530273,3255000,,,,,,,,
2024-10-28,21.5,21.75,19.774999618530273,20.75,20.75,431700,,,,,,,,
2024-10-29,20.719999313354492,20.8799991607666,19.559999465942383,20.020000457763672,20.020000457763672,252400,,,,,,,,
2024-10-30,19.530000686645508,20.799999237060547,18.6200008392334,20.3700008392334,20.3700008392334,255100,,,,,,,,
2024-10-31,21.68000030517578,23.770000457763672,20.399999618530273,22.8799991607666,22.8799991607666,347600,,,,,,,,
2024-11-01,22.8799991607666,24.5,21.540000915527344,21.790000915527344,21.790000915527344,320000,,,,,,,,
2024-11-04,22.190000534057617,24.459999084472656,21.479999542236328,23.770000457763672,23.770000457763672,120500,,,,,,,,
2024-11-05,24.489999771118164,24.5,22.40999984741211,22.950000762939453,22.950000762939453,145900,,,,,,,,
2024-11-06,23.440000534057617,26.0,22.75,25.6200008392334,25.6200008392334,330100,,,,,,,,
2024-11-07,25.700000762939453,26.34000015258789,25.28499984741211,26.0,26.0,166700,,,,,,,,
2024-11-08,25.969999313354492,26.200000762939453,25.070999145507812,25.90999984741211,25.90999984741211,119300,,,,,,,,
2024-11-11,25.81999969482422,26.0,24.854999542236328,25.459999084472656,25.459999084472656,125000,,,,,,,,
2024-11-12,25.059999465942383,25.986000061035156,23.049999237060547,23.579999923706055,23.579999923706055,221300,,,,,,,,
2024-11-13,23.920000076293945,24.649999618530273,23.190000534057617,23.209999084472656,23.209999084472656,105000,,,,,,,,
2024-11-14,23.09000015258789,23.780000686645508,22.149999618530273,22.3799991607666,22.3799991607666,58100,,,,,,,,
2024-11-15,22.5,23.0,21.450000762939453,22.530000686645508,22.530000686645508,134000,,,,,,,,
2024-11-18,22.3700008392334,24.09000015258789,22.3700008392334,23.549999237060547,23.549999237060547,66800,,,,,,,,
2024-11-19,23.010000228881836,24.8799991607666,22.8799991607666,24.200000762939453,24.200000762939453,198400,,,,,,,,
2024-11-20,24.690000534057617,25.31999969482422,21.8799991607666,22.5,22.5,230600,,,,,,,,
2024-11-21,22.760000228881836,23.295000076293945,21.665000915527344,21.790000915527344,21.790000915527344,153700,,,,,,,,
2024-11-22,21.600000381469727,22.155000686645508,20.68000030517578,22.0,22.0,152500,,,,,,,,
2024-11-25,22.020000457763672,23.489999771118164,22.020000457763672,23.25,23.25,180000,,,,,,,,
2024-11-26,23.010000228881836,24.989999771118164,23.0,24.280000686645508,24.280000686645508,99700,,,,,,,,
2024-11-27,24.360000610351562,24.94499969482422,23.350000381469727,24.780000686645508,24.780000686645508,170200,,,,,,,,
2024-11-29,24.790000915527344,26.209999084472656,24.065000534057617,25.290000915527344,25.290000915527344,119500,,,,,,,,
2024-12-02,25.350000381469727,25.809999465942383,24.5,24.760000228881836,24.760000228881836,144300,,,,,,,,
2024-12-03,24.540000915527344,26.014999389648438,24.540000915527344,25.690000534057617,25.690000534057617,235200,,,,,,,,
2024-12-04,25.540000915527344,27.469999313354492,25.18000030517578,26.059999465942383,26.059999465942383,403300,,,,,,,,
2024-12-05,26.709999084472656,26.809999465942383,24.3700008392334,25.190000534057617,25.190000534057617,237900,,,,,,,,
2024-12-06,24.899999618530273,25.889999389648438,24.790000915527344,25.75,25.75,283600,,,,,,,,
2024-12-09,26.75,26.75,22.950000762939453,23.010000228881836,23.010000228881836,309000,,,,,,,,
2024-12-10,22.3700008392334,23.829999923706055,21.360000610351562,23.010000228881836,23.010000228881836,388200,,,,,,,,
2024-12-11,23.174999237060547,24.639999389648438,23.0,24.6299991607666,24.6299991607666,305800,,,,,,,,
2024-12-12,24.989999771118164,24.989999771118164,22.530000686645508,22.56999969482422,22.56999969482422,188100,,,,,,,,
2024-12-13,22.34000015258789,23.149999618530273,21.729999542236328,22.389999389648438,22.389999389648438,203100,,,,,,,,
2024-12-16,21.950000762939453,22.934999465942383,21.1200008392334,21.690000534057617,21.690000534057617,333200,,,,,,,,
2024-12-17,21.34000015258789,23.309999465942383,21.09000015258789,22.40999984741211,22.40999984741211,430800,,,,,,,,
2024-12-18,22.1299991607666,23.459999084472656,22.09000015258789,22.399999618530273,22.399999618530273,402200,,,,,,,,
2024-12-19,22.209999084472656,23.58300018310547,21.950000762939453,23.399999618530273,23.399999618530273,818900,,,,,,,,
2024-12-20,23.399999618530273,24.690000534057617,20.608999252319336,24.280000686645508,24.280000686645508,4288100,,,,,,,,
2024-12-23,24.049999237060547,28.989999771118164,23.716999053955078,27.09000015258789,27.09000015258789,366000,,,,,,,,
2024-12-24,27.209999084472656,27.56999969482422,24.799999237060547,25.899999618530273,25.899999618530273,148100,,,,,,,,
2024-12-26,25.549999237060547,26.799999237060547,25.049999237060547,25.760000228881836,25.760000228881836,119100,,,,,,,,
2024-12-27,25.549999237060547,26.690000534057617,24.670000076293945,25.329999923706055,25.329999923706055,96100,,,,,,,,
2024-12-30,25.0,25.264999389648438,22.979999542236328,23.229999542236328,23.229999542236328,135200,,,,,,,,
2024-12-31,23.200000762939453,23.920000076293945,21.969999313354492,22.899999618530273,22.899999618530273,143500,,,,,,,,
2025-01-02,23.229999542236328,23.229999542236328,20.610000610351562,21.350000381469727,21.350000381469727,184000,,,,,,,,
2025-01-03,21.43000030517578,23.850000381469727,21.43000030517578,23.690000534057617,23.690000534057617,216500,,,,,,,,
2025-01-06,22.8799991607666,23.69499969482422,21.2549991607666,22.09000015258789,22.09000015258789,184200,,,,,,,,
2025-01-07,22.040000915527344,22.315000534057617,20.09000015258789,20.469999313354492,20.469999313354492,151900,,,,,,,,
2025-01-08,20.209999084472656,21.5,20.110000610351562,20.850000381469727,20.850000381469727,172600,,,,,,,,
2025-01-10,20.350000381469727,21.209999084472656,17.709999084472656,17.989999771118164,17.989999771118164,207100,,,,,,,,
2025-01-13,18.139999389648438,18.155000686645508,16.329999923706055,17.0,17.0,261400,,,,,,,,
2025-01-14,16.889999389648438,18.059999465942383,15.859999656677246,16.959999084472656,16.959999084472656,392100,,,,,,,,
