date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MLI')","('high', 'MLI')","('low', 'MLI')","('close', 'MLI')","('adj_close', 'MLI')","('volume', 'MLI')","('currency', '')"
2020-01-02,15.954999923706055,16.0,15.71500015258789,15.84000015258789,14.577445983886719,297600,,,,,,,,
2020-01-03,15.579999923706055,15.845000267028809,15.5649995803833,15.835000038146973,14.572843551635742,421200,,,,,,,,
2020-01-06,15.75,15.765000343322754,15.630000114440918,15.664999961853027,14.416393280029297,318400,,,,,,,,
2020-01-07,15.645000457763672,15.6850004196167,15.475000381469727,15.550000190734863,14.310564041137695,259200,,,,,,,,
2020-01-08,15.515000343322754,15.640000343322754,15.475000381469727,15.5,14.264544486999512,209800,,,,,,,,
2020-01-09,15.5649995803833,15.595000267028809,15.425000190734863,15.470000267028809,14.23694133758545,249000,,,,,,,,
2020-01-10,15.4399995803833,15.585000038146973,15.350000381469727,15.5,14.264544486999512,259800,,,,,,,,
2020-01-13,15.46500015258789,15.805000305175781,15.4399995803833,15.800000190734863,14.540634155273438,200400,,,,,,,,
2020-01-14,15.710000038146973,15.829999923706055,15.569999694824219,15.609999656677246,14.365778923034668,286400,,,,,,,,
2020-01-15,15.574999809265137,15.8149995803833,15.574999809265137,15.789999961853027,14.531429290771484,250800,,,,,,,,
2020-01-16,15.949999809265137,16.075000762939453,15.84000015258789,16.020000457763672,14.7431001663208,228200,,,,,,,,
2020-01-17,16.125,16.125,15.869999885559082,16.03499984741211,14.756902694702148,214400,,,,,,,,
2020-01-21,15.904999732971191,15.96500015258789,15.34000015258789,15.414999961853027,14.186322212219238,317400,,,,,,,,
2020-01-22,15.414999961853027,15.600000381469727,15.385000228881836,15.539999961853027,14.30135726928711,417000,,,,,,,,
2020-01-23,15.449999809265137,15.6899995803833,15.229999542236328,15.654999732971191,14.40719223022461,513000,,,,,,,,
2020-01-24,15.635000228881836,15.635000228881836,15.21500015258789,15.329999923706055,14.108097076416016,409200,,,,,,,,
2020-01-27,14.9399995803833,15.204999923706055,14.890000343322754,15.050000190734863,13.85041332244873,287600,,,,,,,,
2020-01-28,15.149999618530273,15.289999961853027,15.055000305175781,15.175000190734863,13.965452194213867,210800,,,,,,,,
2020-01-29,15.15999984741211,15.270000457763672,14.925000190734863,15.055000305175781,13.855016708374023,330000,,,,,,,,
2020-01-30,14.854999542236328,15.079999923706055,14.770000457763672,15.045000076293945,13.84581184387207,232800,,,,,,,,
2020-01-31,14.925000190734863,14.9399995803833,14.5649995803833,14.585000038146973,13.422476768493652,319000,,,,,,,,
2020-02-03,14.710000038146973,14.869999885559082,14.630000114440918,14.699999809265137,13.528308868408203,378200,,,,,,,,
2020-02-04,15.729999542236328,16.850000381469727,15.729999542236328,16.625,15.29987621307373,888600,,,,,,,,
2020-02-05,16.7450008392334,17.05500030517578,16.459999084472656,16.7549991607666,15.419511795043945,500600,,,,,,,,
2020-02-06,16.885000228881836,16.885000228881836,16.395000457763672,16.719999313354492,15.387304306030273,355600,,,,,,,,
2020-02-07,16.670000076293945,16.71500015258789,16.360000610351562,16.3700008392334,15.065201759338379,445400,,,,,,,,
2020-02-10,16.375,16.485000610351562,16.165000915527344,16.235000610351562,14.940963745117188,313000,,,,,,,,
2020-02-11,16.40999984741211,16.639999389648438,16.364999771118164,16.424999237060547,15.115815162658691,762400,,,,,,,,
2020-02-12,16.5,16.579999923706055,16.415000915527344,16.434999465942383,15.125020027160645,539200,,,,,,,,
2020-02-13,16.360000610351562,16.6299991607666,16.28499984741211,16.399999618530273,15.09281063079834,205000,,,,,,,,
2020-02-14,16.420000076293945,16.530000686645508,16.270000457763672,16.34000015258789,15.037591934204102,185200,,,,,,,,
2020-02-18,16.25,16.579999923706055,16.15999984741211,16.575000762939453,15.253862380981445,336200,,,,,,,,
2020-02-19,16.604999542236328,16.725000381469727,16.485000610351562,16.600000381469727,15.27686882019043,243600,,,,,,,,
2020-02-20,16.5,16.790000915527344,16.5,16.735000610351562,15.401108741760254,230600,,,,,,,,
2020-02-21,16.719999313354492,16.7450008392334,16.46500015258789,16.59000015258789,15.267664909362793,281400,,,,,,,,
2020-02-24,15.979999542236328,16.125,15.829999923706055,15.979999542236328,14.70628547668457,400000,,,,,,,,
2020-02-25,16.014999389648438,16.014999389648438,15.270000457763672,15.270000457763672,14.052879333496094,367400,,,,,,,,
2020-02-26,15.40999984741211,15.604999542236328,15.15999984741211,15.225000381469727,14.011462211608887,282000,,,,,,,,
2020-02-27,14.760000228881836,15.289999961853027,14.520000457763672,14.520000457763672,13.36265754699707,492800,,,,,,,,
