date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HL')","('high', 'HL')","('low', 'HL')","('close', 'HL')","('adj_close', 'HL')","('volume', 'HL')","('currency', '')"
2020-01-02,3.450000047683716,3.4600000381469727,3.3499999046325684,3.4200000762939453,3.31929612159729,6844000,,,,,,,,
2020-01-03,3.5,3.509999990463257,3.309999942779541,3.3499999046325684,3.251357078552246,11768500,,,,,,,,
2020-01-06,3.430000066757202,3.430000066757202,3.2100000381469727,3.309999942779541,3.2125349044799805,11499000,,,,,,,,
2020-01-07,3.309999942779541,3.4700000286102295,3.2300000190734863,3.4100000858306885,3.3095908164978027,17998200,,,,,,,,
2020-01-08,3.4700000286102295,3.4800000190734863,3.25,3.259999990463257,3.1640074253082275,9694600,,,,,,,,
2020-01-09,3.190000057220459,3.2300000190734863,3.059999942779541,3.069999933242798,2.979602813720703,10628000,,,,,,,,
2020-01-10,3.0999999046325684,3.1500000953674316,3.0399999618530273,3.0799999237060547,2.989307403564453,10453800,,,,,,,,
2020-01-13,3.0799999237060547,3.0999999046325684,3.0,3.049999952316284,2.960191249847412,7901800,,,,,,,,
2020-01-14,2.990000009536743,3.190000057220459,2.9800000190734863,3.140000104904175,3.0475409030914307,11428500,,,,,,,,
2020-01-15,3.1700000762939453,3.25,3.109999895095825,3.240000009536743,3.1445958614349365,10047700,,,,,,,,
2020-01-16,3.180000066757202,3.25,3.1500000953674316,3.2300000190734863,3.13489031791687,5045300,,,,,,,,
2020-01-17,3.2300000190734863,3.240000009536743,3.0799999237060547,3.0999999046325684,3.008718490600586,6569600,,,,,,,,
2020-01-21,3.0399999618530273,3.1500000953674316,3.009999990463257,3.119999885559082,3.028129816055298,9077900,,,,,,,,
2020-01-22,3.140000104904175,3.180000066757202,3.109999895095825,3.130000114440918,3.0378353595733643,3910100,,,,,,,,
2020-01-23,3.140000104904175,3.200000047683716,3.0999999046325684,3.140000104904175,3.0475409030914307,4994500,,,,,,,,
2020-01-24,3.140000104904175,3.2100000381469727,3.0999999046325684,3.190000057220459,3.0960686206817627,5362800,,,,,,,,
2020-01-27,3.2300000190734863,3.240000009536743,3.119999885559082,3.180000066757202,3.0863630771636963,9293100,,,,,,,,
2020-01-28,3.130000114440918,3.1500000953674316,2.869999885559082,2.880000114440918,2.7951972484588623,11589600,,,,,,,,
2020-01-29,2.8299999237060547,3.0899999141693115,2.819999933242798,3.049999952316284,2.960191249847412,8440400,,,,,,,,
2020-01-30,3.0899999141693115,3.0899999141693115,2.9700000286102295,2.9800000190734863,2.892252206802368,9397200,,,,,,,,
2020-01-31,2.9800000190734863,3.069999933242798,2.9700000286102295,3.0299999713897705,2.9407804012298584,6268600,,,,,,,,
2020-02-03,3.0199999809265137,3.049999952316284,2.9200000762939453,2.990000009536743,2.9019577503204346,8229600,,,,,,,,
2020-02-04,2.9600000381469727,2.9700000286102295,2.869999885559082,2.9200000762939453,2.8340187072753906,9019200,,,,,,,,
2020-02-05,2.9000000953674316,3.0899999141693115,2.9000000953674316,3.0799999237060547,2.989307403564453,7265900,,,,,,,,
2020-02-06,3.140000104904175,3.440000057220459,3.0899999141693115,3.430000066757202,3.329000949859619,17847000,,,,,,,,
2020-02-07,3.380000114440918,3.4700000286102295,3.369999885559082,3.430000066757202,3.329000949859619,10383400,,,,,,,,
2020-02-10,3.450000047683716,3.450000047683716,3.140000104904175,3.1600000858306885,3.0669519901275635,10357100,,,,,,,,
2020-02-11,3.180000066757202,3.240000009536743,3.119999885559082,3.1500000953674316,3.057245969772339,6471300,,,,,,,,
2020-02-12,3.1500000953674316,3.1600000858306885,2.9000000953674316,2.9100000858306885,2.824313163757324,11479200,,,,,,,,
2020-02-13,2.9600000381469727,3.069999933242798,2.950000047683716,2.9600000381469727,2.8728415966033936,6327200,,,,,,,,
2020-02-14,2.9800000190734863,3.0199999809265137,2.890000104904175,2.9200000762939453,2.8340187072753906,6166500,,,,,,,,
2020-02-18,2.990000009536743,3.259999990463257,2.990000009536743,3.2300000190734863,3.13489031791687,15003200,,,,,,,,
