date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GTN')","('high', 'GTN')","('low', 'GTN')","('close', 'GTN')","('adj_close', 'GTN')","('volume', 'GTN')","('currency', '')"
2020-01-02,21.559999465942383,21.6200008392334,20.700000762939453,20.889999389648438,16.94354820251465,716500,,,,,,,,
2020-01-03,20.700000762939453,21.059999465942383,20.420000076293945,21.030000686645508,17.057106018066406,390900,,,,,,,,
2020-01-06,20.719999313354492,21.229999542236328,20.65999984741211,21.200000762939453,17.194990158081055,333100,,,,,,,,
2020-01-07,21.34000015258789,22.100000381469727,21.200000762939453,21.81999969482422,17.69786262512207,762700,,,,,,,,
2020-01-08,21.739999771118164,22.229999542236328,21.739999771118164,22.0,17.84385871887207,463700,,,,,,,,
2020-01-09,22.0,22.0,21.209999084472656,21.280000686645508,17.259876251220703,362000,,,,,,,,
2020-01-10,21.280000686645508,21.350000381469727,20.799999237060547,20.969999313354492,17.008440017700195,424900,,,,,,,,
2020-01-13,21.15999984741211,21.309999465942383,20.780000686645508,21.25,17.235544204711914,736200,,,,,,,,
2020-01-14,21.239999771118164,21.799999237060547,21.100000381469727,21.690000534057617,17.59242057800293,843200,,,,,,,,
2020-01-15,21.639999389648438,22.65999984741211,21.639999389648438,22.440000534057617,18.200733184814453,1089100,,,,,,,,
2020-01-16,22.43000030517578,22.709999084472656,22.030000686645508,22.600000381469727,18.330507278442383,657400,,,,,,,,
2020-01-17,22.799999237060547,23.06999969482422,22.43000030517578,22.579999923706055,18.314289093017578,990500,,,,,,,,
2020-01-21,22.40999984741211,22.40999984741211,21.65999984741211,21.829999923706055,17.705976486206055,708000,,,,,,,,
2020-01-22,21.899999618530273,22.010000228881836,21.690000534057617,21.899999618530273,17.762754440307617,784100,,,,,,,,
2020-01-23,21.770000457763672,22.40999984741211,21.270000457763672,22.299999237060547,18.087181091308594,730100,,,,,,,,
2020-01-24,22.34000015258789,22.34000015258789,21.329999923706055,21.59000015258789,17.511310577392578,730900,,,,,,,,
2020-01-27,21.239999771118164,21.610000610351562,20.790000915527344,21.399999618530273,17.357206344604492,590300,,,,,,,,
2020-01-28,21.540000915527344,21.770000457763672,21.139999389648438,21.25,17.235544204711914,631300,,,,,,,,
2020-01-29,21.290000915527344,21.350000381469727,20.979999542236328,21.229999542236328,17.219322204589844,510400,,,,,,,,
2020-01-30,20.940000534057617,21.079999923706055,20.510000228881836,20.950000762939453,16.992218017578125,670100,,,,,,,,
2020-01-31,20.8700008392334,20.899999618530273,20.190000534057617,20.280000686645508,16.448793411254883,647300,,,,,,,,
2020-02-03,20.3799991607666,20.920000076293945,20.360000610351562,20.5,16.62723159790039,911000,,,,,,,,
2020-02-04,20.889999389648438,21.440000534057617,20.649999618530273,21.229999542236328,17.219322204589844,527100,,,,,,,,
2020-02-05,21.479999542236328,21.90999984741211,21.43000030517578,21.700000762939453,17.600534439086914,598400,,,,,,,,
2020-02-06,21.829999923706055,22.459999084472656,21.809999465942383,21.969999313354492,17.819522857666016,572700,,,,,,,,
2020-02-07,21.889999389648438,21.889999389648438,21.219999313354492,21.440000534057617,17.389652252197266,350300,,,,,,,,
2020-02-10,21.34000015258789,21.649999618530273,21.25,21.329999923706055,17.300430297851562,434100,,,,,,,,
2020-02-11,21.549999237060547,22.09000015258789,21.5,21.920000076293945,17.778972625732422,479100,,,,,,,,
2020-02-12,22.059999465942383,22.420000076293945,21.8799991607666,22.219999313354492,18.022294998168945,447900,,,,,,,,
2020-02-13,22.09000015258789,22.450000762939453,21.989999771118164,22.329999923706055,18.111513137817383,419500,,,,,,,,
2020-02-14,22.360000610351562,22.639999389648438,22.079999923706055,22.549999237060547,18.28995132446289,631500,,,,,,,,
2020-02-18,22.540000915527344,22.829999923706055,21.979999542236328,22.229999542236328,18.03040313720703,433300,,,,,,,,
2020-02-19,22.329999923706055,22.360000610351562,21.969999313354492,22.1299991607666,17.94930076599121,458800,,,,,,,,
2020-02-20,22.040000915527344,22.040000915527344,21.020000457763672,21.31999969482422,17.29231834411621,677000,,,,,,,,
2020-02-21,21.270000457763672,21.270000457763672,20.139999389648438,20.299999237060547,16.465009689331055,689300,,,,,,,,
2020-02-24,19.559999465942383,19.729999542236328,19.270000457763672,19.459999084472656,15.78370189666748,808400,,,,,,,,
2020-02-25,19.59000015258789,19.59000015258789,18.329999923706055,18.549999237060547,15.04561710357666,1024200,,,,,,,,
2020-02-26,18.610000610351562,18.850000381469727,17.25,17.3700008392334,14.088537216186523,1569600,,,,,,,,
2020-02-27,17.8799991607666,18.639999389648438,16.149999618530273,18.040000915527344,14.63196086883545,1924600,,,,,,,,
2020-02-28,17.540000915527344,19.100000381469727,17.520000457763672,18.920000076293945,15.34571647644043,1657600,,,,,,,,
2020-03-02,18.989999771118164,18.989999771118164,17.59000015258789,18.0,14.59952163696289,1464400,,,,,,,,
2020-03-03,18.0,18.479999542236328,17.15999984741211,17.31999969482422,14.047980308532715,856100,,,,,,,,
2020-03-04,17.5,17.729999542236328,16.889999389648438,17.18000030517578,13.934432029724121,1078600,,,,,,,,
2020-03-05,16.899999618530273,16.950000762939453,15.420000076293945,15.760000228881836,12.782689094543457,1758400,,,,,,,,
2020-03-06,16.559999465942383,16.559999465942383,14.260000228881836,15.0600004196167,12.214932441711426,3960100,,,,,,,,
2020-03-09,13.979999542236328,14.489999771118164,12.6899995803833,13.210000038146973,10.714426040649414,2253200,,,,,,,,
2020-03-10,13.710000038146973,13.710000038146973,12.699999809265137,13.489999771118164,10.941527366638184,2063500,,,,,,,,
2020-03-11,13.079999923706055,13.289999961853027,11.289999961853027,11.739999771118164,9.522130966186523,2685200,,,,,,,,
2020-03-12,10.920000076293945,11.0,9.489999771118164,10.0600004196167,8.159509658813477,3049300,,,,,,,,
2020-03-13,10.6899995803833,12.25,10.5,12.229999542236328,9.919563293457031,1923400,,,,,,,,
2020-03-16,10.720000267028809,10.869999885559082,9.079999923706055,9.350000381469727,7.583639621734619,1810400,,,,,,,,
2020-03-17,9.520000457763672,11.640000343322754,8.529999732971191,11.069999694824219,8.978703498840332,2530200,,,,,,,,
2020-03-18,10.119999885559082,11.0,9.460000038146973,10.149999618530273,8.232504844665527,1848900,,,,,,,,
2020-03-19,10.079999923706055,11.0,9.890000343322754,10.470000267028809,8.49205493927002,1169600,,,,,,,,
2020-03-20,10.619999885559082,11.210000038146973,9.75,9.84000015258789,7.981070518493652,1862600,,,,,,,,
2020-03-23,9.819999694824219,9.970000267028809,8.720000267028809,8.8100004196167,7.145654201507568,1486500,,,,,,,,
2020-03-24,9.3100004196167,11.25,9.100000381469727,11.100000381469727,9.003036499023438,2667800,,,,,,,,
2020-03-25,11.3100004196167,13.420000076293945,11.270000457763672,12.149999618530273,9.854674339294434,1809900,,,,,,,,
2020-03-26,12.34000015258789,13.050000190734863,12.25,12.920000076293945,10.479208946228027,802300,,,,,,,,
2020-03-27,12.229999542236328,12.449999809265137,11.670000076293945,11.9399995803833,9.684348106384277,932200,,,,,,,,
2020-03-30,11.729999542236328,12.0,10.739999771118164,10.920000076293945,8.857038497924805,892500,,,,,,,,
2020-03-31,10.850000381469727,11.520000457763672,10.600000381469727,10.739999771118164,8.71104621887207,945000,,,,,,,,
2020-04-01,10.300000190734863,10.710000038146973,9.859999656677246,10.3100004196167,8.362282752990723,1212400,,,,,,,,
2020-04-02,10.140000343322754,10.550000190734863,9.600000381469727,10.180000305175781,8.256839752197266,2013000,,,,,,,,
2020-04-03,10.170000076293945,10.34000015258789,9.1899995803833,9.489999771118164,7.697190284729004,1017900,,,,,,,,
2020-04-06,10.170000076293945,10.789999961853027,10.029999732971191,10.720000267028809,8.694826126098633,1286700,,,,,,,,
2020-04-07,11.449999809265137,11.65999984741211,10.670000076293945,10.9399995803833,8.87326431274414,1292400,,,,,,,,
2020-04-08,11.130000114440918,12.119999885559082,10.829999923706055,11.5600004196167,9.37613582611084,893500,,,,,,,,
2020-04-09,12.140000343322754,12.539999961853027,11.5,11.779999732971191,9.554574966430664,880500,,,,,,,,
2020-04-13,11.609999656677246,11.640000343322754,10.319999694824219,10.430000305175781,8.459610939025879,755400,,,,,,,,
2020-04-14,10.670000076293945,11.399999618530273,10.670000076293945,11.289999961853027,9.157144546508789,873400,,,,,,,,
2020-04-15,10.720000267028809,10.720000267028809,10.149999618530273,10.390000343322754,8.427168846130371,889700,,,,,,,,
2020-04-16,10.3100004196167,10.40999984741211,9.779999732971191,10.079999923706055,8.17573356628418,2026900,,,,,,,,
2020-04-17,10.90999984741211,11.149999618530273,10.350000381469727,10.930000305175781,8.865153312683105,1810300,,,,,,,,
2020-04-20,10.5,10.789999961853027,10.289999961853027,10.5,8.516386985778809,902000,,,,,,,,
2020-04-21,10.079999923706055,10.329999923706055,9.850000381469727,9.930000305175781,8.054068565368652,927700,,,,,,,,
2020-04-22,10.0,10.149999618530273,9.4399995803833,9.619999885559082,7.802631855010986,1177000,,,,,,,,
2020-04-23,9.510000228881836,10.210000038146973,9.5,10.0,8.110844612121582,797600,,,,,,,,
2020-04-24,10.109999656677246,10.380000114440918,9.770000457763672,10.220000267028809,8.289283752441406,759100,,,,,,,,
2020-04-27,10.420000076293945,11.170000076293945,10.420000076293945,11.050000190734863,8.962482452392578,990200,,,,,,,,
2020-04-28,11.489999771118164,11.829999923706055,11.09000015258789,11.279999732971191,9.149031639099121,1059100,,,,,,,,
2020-04-29,11.970000267028809,13.029999732971191,11.8100004196167,12.59000015258789,10.211553573608398,1519000,,,,,,,,
2020-04-30,12.149999618530273,12.289999961853027,11.579999923706055,11.609999656677246,9.416690826416016,961000,,,,,,,,
2020-05-01,11.260000228881836,11.260000228881836,10.5600004196167,11.100000381469727,9.003036499023438,860100,,,,,,,,
2020-05-04,10.739999771118164,11.229999542236328,10.449999809265137,11.15999984741211,9.051702499389648,888700,,,,,,,,
2020-05-05,12.180000305175781,12.260000228881836,11.210000038146973,11.369999885559082,9.222030639648438,1287000,,,,,,,,
2020-05-06,11.600000381469727,11.739999771118164,11.020000457763672,11.5600004196167,9.37613582611084,1053000,,,,,,,,
2020-05-07,12.079999923706055,13.09000015258789,11.59000015258789,12.510000228881836,10.1466646194458,1557500,,,,,,,,
2020-05-08,12.84000015258789,13.229999542236328,12.619999885559082,13.149999618530273,10.665760040283203,1140200,,,,,,,,
2020-05-11,12.930000305175781,13.039999961853027,12.380000114440918,12.75,10.341326713562012,982600,,,,,,,,
2020-05-12,12.869999885559082,13.020000457763672,12.34000015258789,12.399999618530273,10.057445526123047,980800,,,,,,,,
2020-05-13,12.449999809265137,12.579999923706055,11.449999809265137,11.9399995803833,9.684348106384277,1533400,,,,,,,,
2020-05-14,11.59000015258789,12.079999923706055,11.289999961853027,11.989999771118164,9.724902153015137,1310800,,,,,,,,
2020-05-15,11.800000190734863,12.670000076293945,11.729999542236328,12.420000076293945,10.073668479919434,1009500,,,,,,,,
2020-05-18,13.199999809265137,13.649999618530273,13.020000457763672,13.279999732971191,10.771200180053711,1809800,,,,,,,,
