date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EAF')","('high', 'EAF')","('low', 'EAF')","('close', 'EAF')","('adj_close', 'EAF')","('volume', 'EAF')","('currency', '')"
2020-01-02,116.69999694824219,118.0,111.69999694824219,113.9000015258789,110.8258285522461,216040,,,,,,,,
2020-01-03,111.69999694824219,113.94999694824219,111.1500015258789,112.30000305175781,109.26902770996094,179240,,,,,,,,
2020-01-06,111.5,112.55000305175781,110.0,112.4000015258789,109.36632537841797,204320,,,,,,,,
2020-01-07,112.19999694824219,114.5,111.80000305175781,114.19999694824219,111.11773681640625,212020,,,,,,,,
2020-01-08,113.9000015258789,114.5,111.69999694824219,112.69999694824219,109.65821075439453,182220,,,,,,,,
2020-01-09,113.30000305175781,113.9000015258789,110.30000305175781,110.9000015258789,107.90679168701172,292800,,,,,,,,
2020-01-10,111.4000015258789,112.5999984741211,111.0,112.0,108.97711181640625,241500,,,,,,,,
2020-01-13,112.0,114.0999984741211,111.30000305175781,114.0,110.9231185913086,180370,,,,,,,,
2020-01-14,113.9000015258789,119.8499984741211,113.0999984741211,116.5,113.35565185546875,342640,,,,,,,,
2020-01-15,116.5999984741211,118.9000015258789,115.69999694824219,116.9000015258789,113.7448501586914,180350,,,,,,,,
2020-01-16,118.19999694824219,120.69999694824219,117.30000305175781,118.0999984741211,114.9124755859375,364850,,,,,,,,
2020-01-17,118.9000015258789,122.0,118.4000015258789,120.0999984741211,116.85848236083984,270430,,,,,,,,
2020-01-21,119.5,124.6500015258789,115.0,123.80000305175781,120.45862579345703,461710,,,,,,,,
2020-01-22,124.5,131.1999969482422,122.19999694824219,127.69999694824219,124.25337982177734,483880,,,,,,,,
2020-01-23,126.4000015258789,126.5999984741211,119.0,119.5999984741211,116.37198638916016,358780,,,,,,,,
2020-01-24,119.9000015258789,120.0,110.5999984741211,112.9000015258789,109.85282897949219,370050,,,,,,,,
2020-01-27,110.0999984741211,112.30000305175781,107.0,111.30000305175781,108.2959976196289,224540,,,,,,,,
2020-01-28,111.69999694824219,113.80000305175781,109.6500015258789,112.5,109.463623046875,236570,,,,,,,,
2020-01-29,112.5,116.0999984741211,110.69999694824219,111.5,108.49060821533203,93720,,,,,,,,
2020-01-30,110.4000015258789,111.69999694824219,109.6500015258789,110.9000015258789,107.90679168701172,118350,,,,,,,,
2020-01-31,110.9000015258789,111.19999694824219,107.30000305175781,107.30000305175781,104.40396118164062,238920,,,,,,,,
2020-02-03,107.80000305175781,112.5999984741211,107.4000015258789,108.69999694824219,105.76618194580078,226730,,,,,,,,
2020-02-04,110.69999694824219,111.69999694824219,108.0999984741211,110.4000015258789,107.42029571533203,204010,,,,,,,,
2020-02-05,112.5999984741211,115.69999694824219,110.5,113.9000015258789,110.8258285522461,271560,,,,,,,,
2020-02-06,116.18000030517578,119.0,99.9000015258789,102.19999694824219,99.44161224365234,741940,,,,,,,,
2020-02-07,102.4000015258789,108.0,102.4000015258789,107.5,104.59857177734375,341890,,,,,,,,
2020-02-10,107.4000015258789,112.80000305175781,106.0999984741211,111.5,108.49060821533203,316250,,,,,,,,
2020-02-11,111.69999694824219,111.69999694824219,107.0,107.69999694824219,104.79315185546875,211190,,,,,,,,
2020-02-12,108.80000305175781,109.30000305175781,103.0,103.19999694824219,100.41461944580078,218330,,,,,,,,
2020-02-13,100.0,102.05000305175781,99.06999969482422,100.69999694824219,97.98209381103516,330720,,,,,,,,
2020-02-14,100.30000305175781,100.80000305175781,94.5999984741211,97.5,94.86846160888672,388230,,,,,,,,
2020-02-18,97.19999694824219,98.0,95.5999984741211,97.69999694824219,95.06306457519531,186430,,,,,,,,
2020-02-19,98.19999694824219,98.69999694824219,96.9000015258789,98.0,95.35498046875,170460,,,,,,,,
2020-02-20,97.5,100.0999984741211,97.19999694824219,99.0,96.32797241210938,141680,,,,,,,,
2020-02-21,98.5,99.9000015258789,97.5999984741211,99.30000305175781,96.61988067626953,143430,,,,,,,,
2020-02-24,97.5,97.5,91.4000015258789,93.4000015258789,90.8791275024414,306150,,,,,,,,
2020-02-25,93.5999984741211,94.05000305175781,88.0999984741211,90.0999984741211,87.66818237304688,304410,,,,,,,,
2020-02-26,90.0999984741211,90.4000015258789,81.30000305175781,83.30000305175781,81.0517349243164,526700,,,,,,,,
2020-02-27,81.19999694824219,81.80000305175781,73.5,78.0,76.67718505859375,577680,,,,,,,,
2020-02-28,75.4000015258789,81.9000015258789,75.0999984741211,81.5999984741211,80.21614074707031,400410,,,,,,,,
2020-03-02,82.0999984741211,86.30000305175781,79.69999694824219,86.0,84.54151153564453,524480,,,,,,,,
2020-03-03,85.5,88.30000305175781,80.6500015258789,82.0,80.60935974121094,326900,,,,,,,,
2020-03-04,83.5,84.44999694824219,80.4000015258789,83.5,82.08391571044922,186080,,,,,,,,
2020-03-05,80.9000015258789,81.5999984741211,78.9000015258789,80.0,78.64328002929688,180980,,,,,,,,
2020-03-06,77.30000305175781,80.19999694824219,75.69999694824219,77.5999984741211,76.28398132324219,196390,,,,,,,,
2020-03-09,70.30000305175781,73.69999694824219,69.0,72.5999984741211,71.36876678466797,387450,,,,,,,,
2020-03-10,76.0,78.3499984741211,72.19999694824219,76.0,74.71110534667969,358630,,,,,,,,
2020-03-11,73.30000305175781,73.9000015258789,68.5,69.4000015258789,68.2230453491211,285860,,,,,,,,
2020-03-12,66.0999984741211,66.9000015258789,59.0,62.5,61.440059661865234,282540,,,,,,,,
2020-03-13,67.19999694824219,67.19999694824219,59.529998779296875,65.0,63.89766311645508,197050,,,,,,,,
2020-03-16,58.0,67.5,57.099998474121094,65.80000305175781,64.6841049194336,219640,,,,,,,,
2020-03-17,67.0999984741211,83.0,65.80000305175781,80.0,78.64328002929688,383990,,,,,,,,
2020-03-18,75.0,85.30000305175781,69.69999694824219,85.19999694824219,83.75507354736328,317290,,,,,,,,
2020-03-19,83.80000305175781,89.4000015258789,79.9000015258789,82.0999984741211,80.7076644897461,231460,,,,,,,,
2020-03-20,82.0999984741211,82.5,66.19999694824219,69.80000305175781,68.61627197265625,295360,,,,,,,,
2020-03-23,67.4000015258789,70.5999984741211,60.099998474121094,61.599998474121094,60.555328369140625,183020,,,,,,,,
