date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TEL')","('high', 'TEL')","('low', 'TEL')","('close', 'TEL')","('adj_close', 'TEL')","('volume', 'TEL')","('currency', '')"
2020-01-02,96.8499984741211,97.08999633789062,95.73999786376953,96.51000213623047,87.48011016845703,1866500,,,,,,,,
2020-01-03,94.95999908447266,95.56999969482422,94.55000305175781,95.37000274658203,86.44676208496094,1439800,,,,,,,,
2020-01-06,94.80000305175781,95.2699966430664,94.44000244140625,94.70999908447266,85.8485107421875,1150100,,,,,,,,
2020-01-07,94.37999725341797,96.83999633789062,93.87999725341797,96.66999816894531,87.6251220703125,2103400,,,,,,,,
2020-01-08,96.95999908447266,98.16000366210938,96.86000061035156,97.66999816894531,88.53157043457031,2001000,,,,,,,,
2020-01-09,98.0999984741211,98.30999755859375,97.2699966430664,97.7699966430664,88.6222152709961,1254000,,,,,,,,
2020-01-10,97.91999816894531,98.2300033569336,97.69000244140625,98.06999969482422,88.89413452148438,1528700,,,,,,,,
2020-01-13,98.20999908447266,98.20999908447266,97.25,97.91999816894531,88.7581558227539,1225400,,,,,,,,
2020-01-14,98.80000305175781,100.77999877929688,98.55999755859375,100.31999969482422,90.93362426757812,2502100,,,,,,,,
2020-01-15,99.68000030517578,99.91000366210938,98.61000061035156,98.83999633789062,89.59208679199219,1275400,,,,,,,,
2020-01-16,99.4000015258789,99.5199966430664,98.62999725341797,99.5,90.19035339355469,1395800,,,,,,,,
2020-01-17,99.58000183105469,100.25,99.33999633789062,100.18000030517578,90.80672454833984,1709700,,,,,,,,
2020-01-21,100.58000183105469,100.68000030517578,99.33999633789062,99.5,90.19035339355469,2620000,,,,,,,,
2020-01-22,99.83000183105469,100.26000213623047,98.94999694824219,98.94999694824219,89.6917953491211,1464400,,,,,,,,
2020-01-23,98.30999755859375,100.41999816894531,97.77999877929688,100.37000274658203,90.97894287109375,1728000,,,,,,,,
2020-01-24,101.0,101.0,98.1500015258789,98.4000015258789,89.1932601928711,1794800,,,,,,,,
2020-01-27,96.6500015258789,97.56999969482422,96.33000183105469,96.83999633789062,87.77923583984375,2012000,,,,,,,,
2020-01-28,97.54000091552734,98.23999786376953,96.6500015258789,98.0999984741211,88.92132568359375,2131100,,,,,,,,
2020-01-29,99.29000091552734,100.9000015258789,97.86000061035156,98.06999969482422,88.89413452148438,2735800,,,,,,,,
2020-01-30,97.16999816894531,97.47000122070312,93.88999938964844,95.81999969482422,86.85465240478516,2750900,,,,,,,,
2020-01-31,95.30000305175781,95.66000366210938,91.81999969482422,92.18000030517578,83.55525207519531,1949400,,,,,,,,
2020-02-03,92.88999938964844,94.20999908447266,92.5999984741211,94.0,85.20494842529297,2355600,,,,,,,,
2020-02-04,95.70999908447266,96.5999984741211,94.58000183105469,95.33000183105469,86.41050720214844,2109900,,,,,,,,
2020-02-05,96.04000091552734,97.0199966430664,95.62000274658203,96.95999908447266,87.88800048828125,2134500,,,,,,,,
2020-02-06,97.08999633789062,97.4800033569336,94.55000305175781,94.62999725341797,85.7760009765625,1505600,,,,,,,,
2020-02-07,93.91000366210938,93.91000366210938,92.4800033569336,93.22000122070312,84.49790954589844,1583600,,,,,,,,
2020-02-10,92.66000366210938,93.37000274658203,91.95999908447266,93.18000030517578,84.46168518066406,1226900,,,,,,,,
2020-02-11,93.7300033569336,95.11000061035156,93.41999816894531,93.44999694824219,84.7063980102539,1530400,,,,,,,,
2020-02-12,94.38999938964844,94.97000122070312,93.69000244140625,94.91999816894531,86.03887176513672,1971600,,,,,,,,
2020-02-13,94.47000122070312,94.98999786376953,93.7699966430664,94.54000091552734,85.69442749023438,1610000,,,,,,,,
2020-02-14,94.55999755859375,94.9000015258789,92.75,93.30000305175781,84.5704345703125,1433900,,,,,,,,
2020-02-18,92.73999786376953,92.87000274658203,91.41999816894531,91.9800033569336,83.37393188476562,1651400,,,,,,,,
2020-02-19,92.47000122070312,93.75,92.08999633789062,93.37999725341797,84.6429672241211,1147000,,,,,,,,
2020-02-20,92.3499984741211,93.55999755859375,92.05000305175781,92.91999816894531,84.6429672241211,987800,,,,,,,,
2020-02-21,92.04000091552734,92.62999725341797,90.9000015258789,91.7300033569336,83.55896759033203,1363000,,,,,,,,
2020-02-24,88.91000366210938,89.18000030517578,87.2699966430664,88.08999633789062,80.24319458007812,1914600,,,,,,,,
2020-02-25,89.0,89.0199966430664,86.0199966430664,86.3499984741211,78.658203125,2510800,,,,,,,,
2020-02-26,86.94000244140625,88.7300033569336,86.1500015258789,86.16000366210938,78.48512268066406,2286400,,,,,,,,
2020-02-27,84.19000244140625,86.26000213623047,83.12000274658203,83.19000244140625,75.77967834472656,2269600,,,,,,,,
2020-02-28,80.43000030517578,83.08000183105469,78.83000183105469,82.87000274658203,75.48817443847656,3458300,,,,,,,,
2020-03-02,83.62000274658203,85.36000061035156,81.55000305175781,85.3499984741211,77.7472915649414,2015200,,,,,,,,
2020-03-03,85.13999938964844,86.4800033569336,82.30000305175781,83.0,75.60659790039062,2237700,,,,,,,,
2020-03-04,84.08999633789062,85.83000183105469,83.01000213623047,85.80000305175781,78.15718078613281,1645500,,,,,,,,
2020-03-05,82.94000244140625,83.4000015258789,81.0,81.37000274658203,74.1218032836914,2027400,,,,,,,,
2020-03-06,77.6500015258789,79.86000061035156,77.2300033569336,78.69000244140625,71.68050384521484,2955800,,,,,,,,
2020-03-09,72.87999725341797,75.69999694824219,72.01000213623047,74.13999938964844,67.53581237792969,3217500,,,,,,,,
2020-03-10,76.77999877929688,79.01000213623047,75.08999633789062,78.69999694824219,71.68964385986328,2747700,,,,,,,,
2020-03-11,76.12000274658203,76.4000015258789,72.05999755859375,72.98999786376953,66.48825073242188,2831400,,,,,,,,
2020-03-12,67.69000244140625,74.93000030517578,65.0999984741211,67.5999984741211,61.578392028808594,3878400,,,,,,,,
2020-03-13,71.22000122070312,72.6500015258789,65.47000122070312,70.20999908447266,63.955902099609375,4747800,,,,,,,,
2020-03-16,56.16999816894531,66.58999633789062,56.130001068115234,60.939998626708984,55.51163864135742,5085700,,,,,,,,
2020-03-17,62.279998779296875,65.91000366210938,54.7400016784668,63.060001373291016,57.44279861450195,6009000,,,,,,,,
