date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JBL')","('high', 'JBL')","('low', 'JBL')","('close', 'JBL')","('adj_close', 'JBL')","('volume', 'JBL')","('currency', '')"
2020-01-02,41.75,42.0,41.33000183105469,41.970001220703125,40.79385757446289,1391100,,,,,,,,
2020-01-03,41.29999923706055,41.91999816894531,41.2400016784668,41.45000076293945,40.28843688964844,984800,,,,,,,,
2020-01-06,41.0,41.20000076293945,40.66999816894531,40.93000030517578,39.78300476074219,1596000,,,,,,,,
2020-01-07,41.130001068115234,41.36000061035156,40.880001068115234,41.2400016784668,40.084312438964844,1285200,,,,,,,,
2020-01-08,41.27000045776367,41.5,40.72999954223633,41.310001373291016,40.1523551940918,1134000,,,,,,,,
2020-01-09,41.619998931884766,41.79999923706055,41.43000030517578,41.72999954223633,40.56058883666992,601800,,,,,,,,
2020-01-10,41.689998626708984,41.97999954223633,41.470001220703125,41.91999816894531,40.74525833129883,1297900,,,,,,,,
2020-01-13,42.0,42.86000061035156,41.97999954223633,42.849998474121094,41.649200439453125,997000,,,,,,,,
2020-01-14,42.849998474121094,43.18000030517578,42.68000030517578,43.119998931884766,41.9116325378418,1303500,,,,,,,,
2020-01-15,42.95000076293945,43.349998474121094,42.59000015258789,42.72999954223633,41.532554626464844,1065100,,,,,,,,
2020-01-16,42.9900016784668,44.0,42.75,43.119998931884766,41.9116325378418,1119800,,,,,,,,
2020-01-17,43.459999084472656,43.5099983215332,42.95000076293945,43.220001220703125,42.00883483886719,675100,,,,,,,,
2020-01-21,42.959999084472656,43.31999969482422,42.810001373291016,42.810001373291016,41.61031723022461,1587800,,,,,,,,
2020-01-22,43.20000076293945,43.310001373291016,42.63999938964844,42.84000015258789,41.63947677612305,1042800,,,,,,,,
2020-01-23,42.650001525878906,43.2400016784668,42.41999816894531,43.209999084472656,41.999107360839844,1068400,,,,,,,,
2020-01-24,43.33000183105469,43.380001068115234,42.619998931884766,42.849998474121094,41.649200439453125,905500,,,,,,,,
2020-01-27,41.84000015258789,41.97999954223633,41.38999938964844,41.400001525878906,40.239837646484375,1573300,,,,,,,,
2020-01-28,41.68000030517578,41.72999954223633,41.20000076293945,41.36000061035156,40.200958251953125,1292400,,,,,,,,
2020-01-29,41.529998779296875,41.84000015258789,40.79999923706055,41.0,39.851036071777344,1552100,,,,,,,,
2020-01-30,40.470001220703125,41.0,39.459999084472656,39.79999923706055,38.684669494628906,2097900,,,,,,,,
